rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A5_autonomous,36399561,PMC9674283,10.1126/sciadv.abq8545,2022,Science advances,research-article; Journal Article,Multifunctional microrobot with real-time visualization and magnetic resonance imaging for chemoembolization therapy of liver cancer.,"Microrobots that can be precisely guided to target lesions have been studied for in vivo medical applications. However, existing microrobots have challenges in vivo such as biocompatibility, biodegradability, actuation module, and intra- and postoperative imaging. This study reports microrobots visualized with real-time x-ray and magnetic resonance imaging (MRI) that can be magnetically guided to tumor feeding vessels for transcatheter liver chemoembolization in vivo. The microrobots, composed of a hydrogel-enveloped porous structure and magnetic nanoparticles, enable targeted delivery of therapeutic and imaging agents via magnetic guidance from the actuation module under real-time x-ray imaging. In addition, the microrobots can be tracked using MRI as postoperative imaging and then slowly degrade over time. The in vivo validation of microrobot system-mediated chemoembolization was demonstrated in a rat liver with a tumor model. The proposed microrobot provides an advanced medical robotic platform that can overcome the limitations of existing microrobots and current liver chemoembolization."
12,A5_autonomous,31745180,PMC7234925,10.1038/s41370-019-0190-x,2021,Journal of exposure science & environmental epidemiology,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",Exploring the utility of robots in exposure studies.,"Obtaining valid, reliable quantitative exposure data can be a significant challenge for industrial hygienists, exposure scientists, and other health science professionals. In this proof-of-concept study, a robotic platform was programmed to perform a simple task as a plausible alternative to human subjects in exposure studies for generating exposure data. The use of robots offers several advantages over the use of humans. Research can be completed more efficiently and there is no need to recruit, screen, or train volunteers. In addition, robots can perform tasks repeatedly without getting tired allowing for collection of an unlimited number of measurements using different chemicals to assess exposure impacts from formulation changes and new product development. The use of robots also eliminates concerns with intentional human exposures while removing health research ethics review requirements which are time consuming. In this study, a humanoid robot was programmed to paint drywall, while volatile organic compounds were measured in air for comparison to model estimates. The measured air concentrations generally agreed with more advanced exposure model estimates. These findings suggest that robots have potential as a methodology for generating exposure measurements relevant to human activities, but without using human subjects."
13,A5_autonomous,37012610,PMC10288256,10.1002/advs.202301365,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Wake-Riding Effect-Inspired Opto-Hydrodynamic Diatombot for Non-Invasive Trapping and Removal of Nano-Biothreats.,"Contamination of nano-biothreats, such as viruses, mycoplasmas, and pathogenic bacteria, is widespread in cell cultures and greatly threatens many cell-based bio-analysis and biomanufacturing. However, non-invasive trapping and removal of such biothreats during cell culturing, particularly many precious cells, is of great challenge. Here, inspired by the wake-riding effect, a biocompatible opto-hydrodynamic diatombot (OHD) based on optical trapping navigated rotational diatom (Phaeodactylum tricornutum Bohlin) for non-invasive trapping and removal of nano-biothreats is reported. Combining the opto-hydrodynamic effect and optical trapping, this rotational OHD enables the trapping of bio-targets down to sub-100 nm. Different nano-biothreats, such as adenoviruses, pathogenic bacteria, and mycoplasmas, are first demonstrated to be effectively trapped and removed by the OHD, without affecting culturing cells including precious cells such as hippocampal neurons. The removal efficiency is greatly enhanced via reconfigurable OHD array construction. Importantly, these OHDs show remarkable antibacterial capability, and further facilitate targeted gene delivery. This OHD serves as a smart micro-robotic platform for effective trapping and active removal of nano-biothreats in bio-microenvironments, and especially for cell culturing of many precious cells, with great promises for benefiting cell-based bio-analysis and biomanufacturing."
14,A5_autonomous,32664218,PMC7402138,10.3390/antiox9070602,2020,"Antioxidants (Basel, Switzerland)",research-article; Journal Article,"Olive Mill Wastewater Polyphenol-Enriched Fractions by Integrated Membrane Process: A Promising Source of Antioxidant, Hypolipidemic and Hypoglycaemic Compounds.","The valorisation of food wastes is a challenging opportunity for the green, sustainable, and competitive development of industry. The recovery of phenols contributes to the sustainability of olive waste sector, reducing its environmental impact and promoting the development of innovative formulations of interest for pharmaceutical, nutraceutical, and cosmeceutical applications. In this work, olive mill wastewater was treated through a combination of microfiltration (MF), nanofiltration (NF), and reverse osmosis (RO) in a sequential design to produce polyphenol-enriched fractions that have been investigated for their chemical profile using ultra-high-performance liquid chromatography (UHPLC), and their potential antioxidant, hypolipidemic, and hypoglycaemic activities. RO retentate exhibited the highest content of hydroxytyrosol, tyrosol, oleuropein, verbascoside, vanillic acid, and luteolin. In particular, a content of hydroxytyrosol of 1522.2 mg/L, about five times higher than the MF feed, was found. RO retentate was the most active extract in all in vitro tests. Interestingly, this fraction showed a 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic) acid (ABTS) radicals scavenging activity with an IC50 value of 6.9 μg/mL and a potential inhibition of lipid peroxidation evaluated by the β-carotene bleaching test with IC50 values of 25.1 μg/mL after 30 min of incubation. Moreover, RO retentate inhibited α-amylase and α-glucosidase with IC50 values of 65.3 and 66.2 μg/mL, respectively."
15,A5_autonomous,40072103,PMC11898886,10.3390/cells14050375,2025,Cells,"research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural",Few-Layer Graphene-Based Optical Nanobiosensors for the Early-Stage Detection of Ovarian Cancer Using Liquid Biopsy and an Active Learning Strategy.,"Ovarian cancer survival depends strongly on the time of diagnosis. Detection at stage 1 must be the goal of liquid biopsies for ovarian cancer detection. We report the development and validation of graphene-based optical nanobiosensors (G-NBSs) that quantify the activities of a panel of proteases, which were selected to provide a crowd response that is specific for ovarian cancer. These G-NBSs consist of few-layer explosion graphene featuring a hydrophilic coating, which is linked to fluorescently labeled highly selective consensus sequences for the proteases of interest, as well as a fluorescent dye. The panel of G-NBSs showed statistically significant differences in protease activities when comparing localized (early-stage) ovarian cancer with both metastatic (late-stage) and healthy control groups. A hierarchical framework integrated with active learning (AL) as a prediction and analysis tool for early-stage detection of ovarian cancer was implemented, which obtained an overall accuracy score of 94.5%, with both a sensitivity and specificity of 0.94."
16,A5_autonomous,36260553,PMC9581417,10.1371/journal.pone.0275686,2022,PloS one,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Modular robotic platform for precision neurosurgery with a bio-inspired needle: System overview and first in-vivo deployment.,"Over the past 10 years, minimally invasive surgery (MIS) has shown significant benefits compared to conventional surgical techniques, with reduced trauma, shorter hospital stays, and shorter patient recovery times. In neurosurgical MIS procedures, inserting a straight tool (e.g. catheter) is common practice in applications ranging from biopsy and laser ablation, to drug delivery and fluid evacuation. How to handle tissue deformation, target migration and access to deep-seated anatomical structures remain an open challenge, affecting both the preoperative planning phase and eventual surgical intervention. Here, we present the first neurosurgical platform in the literature, able to deliver an implantable steerable needle for a range of diagnostic and therapeutic applications, with a short-term focus on localised drug delivery. This work presents the system's architecture and first in vivo deployment with an optimised surgical workflow designed for pre-clinical trials with the ovine model, which demonstrate appropriate function and safe implantation."
17,A5_autonomous,40498693,PMC12157168,10.1371/journal.pone.0324205,2025,PloS one,research-article; Journal Article,Bayesian optimization and machine learning for vaccine formulation development.,"Developing vaccines with a better stability is an area of improvement to meet the global health needs of preventing infectious diseases. With the advancement of data science and artificial intelligence, innovative approaches have emerged. This manuscript highlights the applications of machine learning through two cases in which Bayesian optimization was used to develop viral vaccine formulations. The two case studies monitored the critical quality attributes of virus A in liquid form by infectious titer loss and virus B in freeze-dried form by glass transition temperature. Stepwise analysis and model optimization demonstrated progressive improvements of model quality and prediction accuracy. The cross-validation matrices of the models' predictions showed high R² and low root mean square errors, indicating their reliability. The prediction accuracy of models was further validated by using test datasets. Model analysis using prediction error plot, Shapeley Additive exPlanations, permutation importance, etc. can provide additional insights into relations between model and experimental design, the influence of features of interest, and non-linear responses. Overall, Bayesian optimization is a useful complementary tool in formulation development that can help scientists make effective data-driven decisions."
18,A5_autonomous,38844551,PMC11156991,10.1038/s41598-024-62450-z,2024,Scientific reports,research-article; Journal Article,A novel interpretable machine learning model approach for the prediction of TiO2 photocatalytic degradation of air contaminants.,"Air contaminants lead to various environmental and health issues. Titanium dioxide (TiO2) features the benefits of autogenous photocatalytic degradation of air contaminants. To evaluate its performance, laboratory experiments are commonly used to determine the kinetics of the photocatalytic-degradation rate, which is labor intensive, time-consuming, and costly. In this study, Machine Learning (ML) models were developed to predict the photo-degradation rate constants of air-borne organic contaminants with TiO2 nanoparticles and ultraviolet irradiation. The hyperparameters of the ML models were optimized, which included Artificial Neural Network (ANN) with Bayesian optimization, gradient booster regressor (GBR) with Bayesian optimization, Extreme Gradient Boosting (XGBoost) with optimization using Hyperopt, and Catboost combined with Adaboost. The organic contaminant was encoded through Molecular fingerprints (MF). Imputation method was applied to deal with the missing data. A generative ML model Vanilla Gan was utilized to create synthetic data to further augment the size of available dataset and the SHapley Additive exPlanations (SHAP) was employed for ML model interpretability. The results indicated that data imputation allowed for the full utilization of the limited dataset, leading to good machine learning prediction performance and preventing common overfitting problems with small-sized data. Additionally, augmenting experimental data with synthetic data significantly improved prediction accuracy and considerably reduced overfitting issues. The results ranked the feature importance and assessed the impacts of different experimental variables on the rate of photo-degradation, which were consistent with physico-chemical laws."
19,A5_autonomous,40864782,PMC12385062,10.3390/cimb47080628,2025,Current issues in molecular biology,research-article; Journal Article,MvAl-MFP: A Multi-Label Classification Method on the Functions of Peptides with Multi-View Active Learning.,"The rapid expansion of peptide libraries and the increasing functional diversity of peptides have highlighted the significance of predicting the multifunctional properties of peptides in bioinformatics research. Although supervised learning methods have made advancements, they typically necessitate substantial amounts of labeled data for yielding accurate prediction. This study presents MvAl-MFP, a multi-label active learning approach that incorporates multiple feature views of peptides. This method takes advantage of the natural properties of multi-view representation for amino acid sequences, meets the requirement of the query-by-committee (QBC) active learning paradigm, and further significantly diminishes the requirement for labeled samples while training high-performing models. First, MvAl-MFP generates nine distinct feature views for a few labeled peptide amino acid sequences by considering various peptide characteristics, including amino acid composition, physicochemical properties, evolutionary information, etc. Then, on each independent view, a multi-label classifier is trained based on the labeled samples. Next, a QBC strategy based on the average entropy of predictions across all trained classifiers is adopted to select a specific number of most valuable unlabeled samples to submit them to human experts for labeling by wet-lab experiments. Finally, the aforementioned procedure is iteratively conducted with a constantly expanding labeled set and updating classifiers until it meets the default stopping criterion. The experiments are conducted on a dataset of multifunctional therapeutic peptides annotated with eight functional labels, including anti-bacterial properties, anti-inflammatory properties, anti-cancer properties, etc. The results clearly demonstrate the superiority of the proposed MvAl-MFP method, as it can rapidly improve prediction performance while only labeling a small number of samples. It provides an effective tool for more precise multifunctional peptide prediction while lowering the cost of wet-lab experiments."
20,A5_autonomous,39323746,PMC11422183,10.1093/rb/rbae109,2024,Regenerative biomaterials,research-article; Journal Article,Integrating machine learning for the optimization of polyacrylamide/alginate hydrogel.,"Hydrogels are highly promising due to their soft texture and excellent biocompatibility. However, the designation and optimization of hydrogels involve numerous experimental parameters, posing challenges in achieving rapid optimization through conventional experimental methods. In this study, we leverage machine learning algorithms to optimize a dual-network hydrogel based on a blend of acrylamide (AM) and alginate, targeting applications in flexible electronics. By treating the concentrations of components as experimental parameters and utilizing five material properties as evaluation criteria, we conduct a comprehensive property assessment of the material using a linear weighting method. Subsequently, we design a series of experimental plans using the Bayesian optimization algorithm and validate them experimentally. Through iterative refinement, we optimize the experimental parameters, resulting in a hydrogel with superior overall properties, including heightened strain sensitivity and flexibility. Leveraging the available experimental data, we employ a classification algorithm to separate the cutoff data. The feature importance identified by the classification model highlights the pronounced impact of AM, ammonium persulfate, and N,N-methylene on the classification outcomes. Additionally, we develop a regression model and demonstrate its utility in predicting and analyzing the relationship between experimental parameters and hydrogel properties through experimental validation."
21,A5_autonomous,39468626,PMC11520512,10.1186/s13321-024-00911-3,2024,Journal of cheminformatics,research-article; Journal Article,Towards the prediction of drug solubility in binary solvent mixtures at various temperatures using machine learning.,"Drug solubility is an important parameter in the drug development process, yet it is often tedious and challenging to measure, especially for expensive drugs or those available in small quantities. To alleviate these challenges, machine learning (ML) has been applied to predict drug solubility as an alternative approach. However, the majority of existing ML research has focused on the predictions of aqueous solubility and/or solubility at specific temperatures, which restricts the model applicability in pharmaceutical development. To bridge this gap, we compiled a dataset of 27,000 solubility datapoints, including solubility of small molecules measured in a range of binary solvent mixtures under various temperatures. Next, a panel of ML models were trained on this dataset with their hyperparameters tuned using Bayesian optimization. The resulting top-performing models, both gradient boosted decision trees (light gradient boosting machine and extreme gradient boosting), achieved mean absolute errors (MAE) of 0.33 for LogS (S in g/100 g) on the holdout set. These models were further validated through a prospective study, wherein the solubility of four drug molecules were predicted by the models and then validated with in-house solubility experiments. This prospective study demonstrated that the models accurately predicted the solubility of solutes in specific binary solvent mixtures under different temperatures, especially for drugs whose features closely align within the solutes in the dataset (MAE < 0.5 for LogS). To support future research and facilitate advancements in the field, we have made the dataset and code openly available. Scientific contribution Our research advances the state-of-the-art in predicting solubility for small molecules by leveraging ML and a uniquely comprehensive dataset. Unlike existing ML studies that predominantly focus on solubility in aqueous solvents at fixed temperatures, our work enables prediction of drug solubility in a variety of binary solvent mixtures over a broad temperature range, providing practical insights on the modeling of solubility for realistic pharmaceutical applications. These advancements along with the open access dataset and code support significant steps in the drug development process including new molecule discovery, drug analysis and formulation."
22,A5_autonomous,37520284,PMC10371800,10.1016/j.csbj.2023.07.003,2023,Computational and structural biotechnology journal,research-article; Journal Article,Towards advanced bioprocess optimization: A multiscale modelling approach.,"Mammalian cells produce up to 80 % of the commercially available therapeutic proteins, with Chinese Hamster Ovary (CHO) cells being the primary production host. Manufacturing involves a train of reactors, the last of which is typically run in fed-batch mode, where cells grow and produce the required protein. The feeding strategy is decided a priori, from either past operations or the design of experiments and rarely considers the current state of the process. This work proposes a Model Predictive Control (MPC) formulation based on a hybrid kinetic-stoichiometric reactor model to provide optimal feeding policies in real-time, which is agnostic to the culture, hence transferable across CHO cell culture systems. The benefits of the proposed controller formulation are demonstrated through a comparison between an open-loop simulation and closed-loop optimization, using a digital twin as an emulator of the process."
23,A5_autonomous,40891577,PMC12641341,10.1002/smtd.202500984,2025,Small methods,research-article; Journal Article,Autonomous Bayesian Optimization-Based Control System for Droplet Generation.,"Droplet generation has been utilized in various applications, including drug delivery, the fabrication of functional particles, and material synthesis. Achieving the goals of these applications requires droplet generation of a desired size. Microfluidic droplet generation offers precise control of droplet dimensions. However, the flow rates of the droplet and medium phases depend on the channel configuration and properties of the working fluids, and their optimization is a labor-intensive and time-consuming process. To overcome these limitations, an autonomous Bayesian optimization (BO)-based control system for droplet generation (ABCD) is developed. In ABCD, BO is employed to inform decision-making and refine the experimental conditions. Additionally, computer vision techniques, including image processing and convolutional neural networks, are utilized to analyze the experimental results and provide a dataset for use in decision-making. The ABCD identified the optimal flow rates to achieve desired droplet sizes and generation frequencies via precise and efficient searches, regardless of the droplet generation target, working fluids, channel geometry, and droplet morphology, within 15 iterations on average. It is anticipated that this system will contribute to the acceleration of research utilizing droplet-based microfluidic systems while also extending microfluidic process automation in various industrial applications."
