rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A3_sensors,38654624,PMC11220713,10.1002/advs.202401515,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Self-Powered Biomimetic Pressure Sensor Based on Mn-Ag Electrochemical Reaction for Monitoring Rehabilitation Training of Athletes.,"Self-powered pressure detection using smart wearable devices is the subject of intense research attention, which is intended to address the critical need for prolonged and uninterrupted operations. Current piezoelectric and triboelectric sensors well respond to dynamic stimuli while overlooking static stimuli. This study proposes a dual-response potentiometric pressure sensor that responds to both dynamic and static stimuli. The proposed sensor utilizes interdigital electrodes with MnO2/carbon/polyvinyl alcohol (PVA) as the cathode and conductive silver paste as the anode. The electrolyte layer incorporates a mixed hydrogel of PVA and phosphoric acid. The optimized interdigital electrodes and sandpaper-like microstructured surface of the hydrogel electrolyte contribute to enhanced performance by facilitating an increased contact area between the electrolyte and electrodes. The sensor features an open-circuit voltage of 0.927 V, a short-circuit current of 6 µA, a higher sensitivity of 14 mV/kPa, and outstanding cycling performance (>5000 cycles). It can accurately recognize letter writing and enable capacitor charging and LED lighting. Additionally, a data acquisition and display system employing the proposed sensor, which facilitates the monitoring of athletes' rehabilitation training, and machine learning algorithms that effectively guide rehabilitation actions are presented. This study offers novel solutions for the future development of smart wearable devices."
12,A3_sensors,40306624,PMC12080330,10.1021/acs.langmuir.4c03971,2025,Langmuir : the ACS journal of surfaces and colloids,research-article; Journal Article,Deep Learning Based Surface Classification of Functionalized Polymer Coatings.,"Low-technology characterization of material surfaces poses a challenge of significant importance for many scientific fields such as medical implants, biosensors, and regenerative medicine. Simple, fast, and scalable surface analysis methods that can be applied to a wide range of functionalized polymer coatings would thus constitute a major scientific and technological advance. In this work, we studied stain patterns formed by depositing a defined protein solution onto various polymer surfaces. The images of the resulting drying droplet patterns were captured by polarized light microscopy and analyzed by a deep-learning neural network. In this proof-of-concept study, we used chemical vapor deposition polymerization to deposit ten structurally distinct polymer coatings that share an identical polymer backbone, but differ in their functional groups. Despite the relatively minute differences in their chemical structure, the CNN classification of the stain patterns was highly reproducible. Across all different polymers, the overall classification accuracy of the CNN was 96%. When challenging the CNN with images from an unknown polymer coating, i.e., poly[(4-bromo-p-xylylene)-co-(p-xylylene)], these surfaces were classified as halogenated or pseudohalogenated coatings with 95% accuracy. These findings confirm that the scope of surfaces that can be analyzed with this approach goes beyond polymer coatings already known to the CNN through the training procedure and validates the method as a simple, yet versatile surface analysis tool."
13,A3_sensors,41281662,PMC12639595,10.1016/j.mtbio.2025.102524,2025,Materials today. Bio,research-article; Journal Article,Multifunctional hydrogel sensors with dynamic covalent networks for machine learning-assisted Parkinson's disease diagnosis and encrypted human-computer interaction.,"Flexible sensors hold significant application value in the fields of human-computer interaction and medical monitoring. In this study, we developed a smart hydrogel strain sensor based on dynamic covalent cross-linking. A multifunctional hydrogel was fabricated by constructing a multicomponent synergistic network composed of poly (acrylic acid) (PAA), dialdehyde carboxymethyl cellulose (OCMC), gelatin methacryloyl (GelMA), and lignosulfonate methacrylate (MLS). This hydrogel (AGOM) exhibited synergistically enhanced interfacial adhesion strength (>77.8 kPa) and mechanical properties, with an elongation at break exceeding 1820 %. The unique gradient network structure not only provides the material with excellent electrical conductivity (conductivity >0.55 S/m). A message transmission system has been developed based on the principles of Morse code, allowing for the coding and decoding of messages by recognizing different amplitudes of finger bending. Electrodes constructed from this hydrogel reliably record human electromyography (EMG) and electrocardiography (ECG) signals. The conductive network, combined with its wide-range and high-sensitivity characteristics (GF = 5.31), enables the sensor to accurately recognize clinical symptoms. This includes the characteristic tremor signals associated with Parkinson's disease. By leveraging machine learning, the sensor achieves a high recognition rate. This technology offers an innovative solution for monitoring and assisted treatment of Parkinson's disease, presenting significant application prospects in the field of intelligent medicine."
14,A3_sensors,40349187,PMC12224976,10.1002/advs.202500412,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Hybrid Series of Carbon-Vacancy Electrodes for Multi Chemical Vapors Diagnosis Using a Residual Multi-Task Model.,"Detecting individual gases with various sensors is a well-established field in gas sensing. However, substantial challenges and opportunities remain in the simultaneous detection and classification of multiple gases. Artificial intelligence (AI) integrated gas sensor systems effectively enable multi-gas detection using specialized algorithms. Nevertheless, these algorithms are prone to overfitting owing to their high model complexity; this study proposes a sensor array that engineers carbon vacancies in graphene oxide via metal ion doping and high-temperature reduction, enabling high-sensitivity, simultaneous detection of various gases at low temperatures (20 °C). By integrating an advanced artificial intelligence framework, the acquired electrical signals are transformed, and a multi-task learning (MTL) approach is applied to achieve instantaneous identification of four gas types and four-level concentrations. The proposed MTL framework demonstrates superior performance by effectively mitigating overfitting and improving generalization through feature sharing and mutual regularization between gas type classification and concentration estimation tasks. Experimental validation on vehicle exhaust gas fault diagnosis highlights the method's effectiveness and applicability in complex conditions, achieving 98.22% accuracy and 48% faster inference compared to traditional single-task models. This study provides a basis for developing more intelligent and adaptable sensor systems capable."
15,A3_sensors,41219294,PMC12606275,10.1038/s41598-025-22949-5,2025,Scientific reports,research-article; Journal Article,Plasmonic SPR biosensor with bayesian regression for non-invasive protein biomarker detection.,"This paper presents a designed metasurface sensor for protein biomarkers detection. The design of this metasurface structure is essentially dependent on the coating of four identical figure-eight-shaped resonators of MXene through black phosphorus and graphene. Meanwhile, the performance analysis demonstrates a competitive sensitivity (395 GHz/RIU) with a linear frequency response of R² = 0.954 and protein biomarker concentration (R² = 0.956). The sensor exhibits stable performance across 0.31-0.46 THz and maintains consistent operation at incident angles up to 30°. Interestingly, this tunability is achieved through graphene chemical potential modulation, with transmittance decreasing from 97.7% to 66.7% as its value increases. Additionally, the machine learning optimization using Bayesian Ridge Regression demonstrates exceptional predictive capabilities for both refractive index variations (R² ≈ 86%) and angular dependencies (R² ≈ 96%). This integrated photonic-microfluidic sensor platform offers significant potential for early detection of neurological disorders through rapid, sensitive, and scalable brain tumor biomarker analysis."
16,A3_sensors,40732595,PMC12298904,10.3390/s25144466,2025,"Sensors (Basel, Switzerland)",research-article; Journal Article,Single-Sensor Impact Source Localization Method for Anisotropic Glass Fiber Composite Wind Turbine Blades.,"The wind turbine blade is subject to multi-source impacts, such as bird strikes, lightning strikes, and hail, throughout its extended service. Accurate localization of those impact sources is a key technical link in structural health monitoring of the wind turbine blade. In this paper, a single-sensor impact source localization method is proposed. Capitalizing on deep learning frameworks, this method innovatively transforms the impact source localization problem into a classification task, thereby eliminating the need for anisotropy compensation and correction required by conventional localization algorithms. Furthermore, it leverages the inherent coding effects of the blade's material and geometric anisotropy on impact sources originating from different positions, enabling localization using only a single sensor. Experimental results show that the method has a high localization accuracy of 96.9% under single-sensor conditions, which significantly reduces the cost compared to the traditional multi-sensor array scheme. This study provides a cost-effective solution for real-time detection of wind turbine blade impact events."
17,A3_sensors,39685429,PMC11643587,10.3390/ma17235993,2024,"Materials (Basel, Switzerland)",research-article; Journal Article,Multifunctional Sensor Array for User Interaction Based on Dielectric Elastomers with Sputtered Metal Electrodes.,"The integration of textile-based sensing and actuation elements has become increasingly important across various fields, driven by the growing demand for smart textiles in healthcare, sports, and wearable electronics. This paper presents the development of a small, smart dielectric elastomer (DE)-based sensing array designed for user control input in applications such as human-machine interaction, virtual object manipulation, and robotics. DE-based sensors are ideal for textile integration due to their flexibility, lightweight nature, and ability to seamlessly conform to surfaces without compromising comfort. By embedding these sensors into textiles, continuous user interaction can be achieved, providing a more intuitive and unobtrusive user experience. The design of this DE array draws inspiration from a flexible and wearable version of a touchpad, which can be incorporated into clothing or accessories. Integrated advanced machine learning algorithms enhance the sensing system by improving resolution and enabling pattern recognition, reaching a prediction performance of at least 80. Additionally, the array's electrodes are fabricated using a novel sputtering technique for low resistance as well as high geometric flexibility and size reducibility. A new crimping method is also introduced to ensure a reliable connection between the sensing array and the custom electronics. The advantages of the presented design, data evaluation, and manufacturing process comprise a reduced structure size, the flexible adaptability of the system to the respective application, reliable pattern recognition, reduced sensor and line resistance, the adaptability of mechanical force sensitivity, and the integration of electronics. This research highlights the potential for innovative, highly integrated textile-based sensors in various practical applications."
18,A3_sensors,40847776,PMC12622424,10.1002/advs.202505712,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Electron Transfer-Tailored D-Band Center to Boost Nanozyme Catalysis for Interpretable Machine Learning-Empowered Intelligent Biosensing.,"The escalating global burden of infectious diseases demands biosensing technologies that transcend the complexity-sensitivity-accuracy trade-off in real-world applications. Herein, an interpretable machine learning-empowered multimodal biosensor synergizing electron transfer-enhanced nanozymes and aggregation-induced emission luminogens (AIEgens) for ultrasensitive pathogen detection is presented. By engineering aminophenol formaldehyde resin nanobowls anchored with monodisperse Pt nanoparticles, interfacial electron transfer (N→Pt→O) induces an upshift of Pt d-band center relative to the Fermi level, as validated by density functional theory. This electronic modulation optimizes H2O2 adsorption energy, lowers the energy barrier of the rate-determining step, and reduces activation energy, resulting in a 3.4-fold enhancement in peroxidase-like activity over conventional Pt nanozymes. Then, AIEgens are strategically integrated to generate cross-validated anti-interference signals, achieving a record-low detection limit for Salmonella typhimurium, surpassing classical immunoassays in sensitivity and accuracy. A SHapley Additive exPlanations (SHAP)-guided eXtreme Gradient Boosting (XGBoost) algorithm dynamically fuses multimodal signals, enhancing sensitivity by five fold over single-mode detection and delivering 100% diagnostic accuracy for positive samples. SHAP further deciphers the synergetic mechanism, revealing concentration-dependent signal contributions and validating decision logic. This work pioneers a nanozyme-AI co-design framework, bridging d-band-driven catalytic precision and machine learning-powered signal intelligence to redefine biosensing paradigms for combating public health emergencies."
19,A3_sensors,40431806,PMC12115265,10.3390/s25103011,2025,"Sensors (Basel, Switzerland)",research-article; Journal Article,Real-Time Detection and Localization of Force on a Capacitive Elastomeric Sensor Array Using Image Processing and Machine Learning.,"Soft and flexible capacitive tactile sensors are vital in prosthetics, wearable health monitoring, and soft robotics applications. However, achieving accurate real-time force detection and spatial localization remains a significant challenge, especially in dynamic, non-rigid environments like prosthetic liners. This study presents a real-time force point detection and tracking system using a custom-fabricated soft elastomeric capacitive sensor array in conjunction with image processing and machine learning techniques. The system integrates Otsu's thresholding, Connected Component Labeling, and a tailored cluster-tracking algorithm for anomaly detection, enabling real-time localization within 1 ms. A 6×6 Dragon Skin-based sensor array was fabricated, embedded with copper yarn electrodes, and evaluated using a UR3e robotic arm and a Schunk force-torque sensor to generate controlled stimuli. The fabricated tactile sensor measures the applied force from 1 to 3 N. Sensor output was captured via a MUCA breakout board and Arduino Nano 33 IoT, transmitting the Ratio of Mutual Capacitance data for further analysis. A Python-based processing pipeline filters and visualizes the data with real-time clustering and adaptive thresholding. Machine learning models such as linear regression, Support Vector Machine, decision tree, and Gaussian Process Regression were evaluated to correlate force with capacitance values. Decision Tree Regression achieved the highest performance (R2=0.9996, RMSE=0.0446), providing an effective correlation factor of 51.76 for force estimation. The system offers robust performance in complex interactions and a scalable solution for soft robotics and prosthetic force mapping, supporting health monitoring, safe automation, and medical diagnostics."
20,A3_sensors,41156378,PMC12565868,10.3390/mi16101132,2025,Micromachines,research-article; Journal Article,Wearable Flexible Wireless Pressure Sensor Based on Poly(vinyl alcohol)/Carbon Nanotube/MXene Composite for Health Monitoring.,"Accurate pressure monitoring is crucial for both human body applications and intelligent robotic arms, particularly for whole-body motion monitoring in human-machine interfaces. Conventional wearable electronic devices, however, often suffer from rigid connections, non-conformity, and inaccuracies. In this study, we propose a high-precision wireless flexible sensor using a poly(vinyl alcohol)/single-walled carbon nanotube/MXene composite as the sensitive material, combined with a randomly distributed wrinkle structure to accurately monitor pressure parameters. To validate the sensor's performance, it was used to monitor movements of the vocal cords, bent fingers, and human pulse. The sensor exhibits a pressure measurement range of approximately 0-130 kPa and a minimum resolution of 20 Pa. At pressures below 1 kPa, the sensor exhibits high sensitivity, enabling the detection of transient pressure changes. Within the pressure range of 1-10 kPa, the sensitivity decreases to approximately 54.71 kPa-1. Additionally, the sensor demonstrates response times of 12.5 ms at 10 kPa. For wireless signal acquisition, the pressure sensor was integrated with a Bluetooth chip, enabling real-time high-precision pressure monitoring. A deep learning-based training model was developed, achieving over 98% accuracy in motion recognition without additional computing equipment. This advancement is significant for streamlined human motion monitoring systems and intelligent components."
21,A3_sensors,41064369,PMC12501636,10.34133/research.0933,2025,"Research (Washington, D.C.)",research-article; Journal Article,Highly Stretchable and Reliable Graphene-Based Strain Sensor for Plant Health Monitoring and Deep Learning-Assisted Crop Recognition.,"Stretchable sensors hold great potential for monitoring plant physiological parameters and enabling crop identification in smart agriculture. However, achieving long-term, stable, reliable monitoring of plants in dynamic environments, as well as improving crop identification accuracy, remains a substantial challenge, primarily due to the limited biocompatibility of conventional stretchable sensors. Here, we present a highly stretchable and reliable strain sensor based on a graphene/Ecoflex composite. This sensor features a mesh structure that combines graphene's high electrical conductivity and strain sensitivity with Ecoflex's excellent stretchability, biocompatibility, and resistance to environmental degradation. By structural optimization, the sensor achieves high sensitivity (gauge factor = 138), a low detection limit (0.1% strain), and high reliability (over 1,500 cycles), along with waterproofing and resistance to both acidic and alkaline conditions. Furthermore, the sensor conforms tightly to various plant leaves and stems without hindering growth, enabling real-time monitoring of plant growth patterns and in situ detection of mechanical damage to predict plant stress. Moreover, assisted by deep learning, it precisely classifies 8 crop types with an accuracy of 95.2%. These demonstrate that stretchable sensors based on mesh graphene/Ecoflex can operate reliably in outdoor agricultural environments even in the face of variable climatic and chemical conditions, providing a practical platform for advancing plant phenomics and smart agricultural robotics."
22,A3_sensors,35098136,PMC8793024,10.1021/acsaelm.1c01010,2022,ACS applied electronic materials,research-article; Journal Article,Skin-Inspired Flexible and Stretchable Electrospun Carbon Nanofiber Sensors for Neuromorphic Sensing.,"During the past few decades, a significant amount of research effort has been dedicated toward developing skin-inspired sensors for real-time human motion monitoring and next-generation robotic devices. Although several flexible and wearable sensors have been developed in the past, the need of the hour is developing accurate, reliable, sophisticated, facile yet inexpensive flexible sensors coupled with neuromorphic systems or spiking neural networks to encode tactile information without the need for complex digital architectures, thus achieving true skin-like sensing with limited resources. In this work, we propose an approach entailing carbon nanofiber-polydimethylsiloxane composite-based piezoresistive sensors, coupled with spiking neural networks, to mimic skin-like sensing. The strain and pressure sensors have been combined with appropriately designed neural networks to encode analog voltages to spikes to recreate bioinspired tactile sensing and proprioception. To further validate the proprioceptive capability of the system, a gesture tracking smart glove, combined with a spiking neural network, was demonstrated. Wearable and flexible sensors with accompanying neural networks such as the ones proposed in this work will pave the way for a future generation of skin-mimetic sensors for advanced prosthetic devices, apparel integrable smart sensors for human motion monitoring, and human-machine interfaces."
