rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A1_imaging,38443412,PMC10914818,10.1038/s41598-024-55897-7,2024,Scientific reports,research-article; Journal Article,Utilizing Ni(II) complex for metal drug-gel particles in cervical cancer treatment and designing novel drugs through machine learning methods.,"In the present study, a novel coordination polymer (CP) based on Ni(II), namely, [Ni(L)(D-CAM)(H2O)]n (1) (H2D-CAM = (1R,3S)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic acid and L = 3,6-bis(benzimidazol-1-yl)pyridazine), has been produced successfully through applying a mixed ligand synthesis method via reacting Ni(NO3)2·6H2O with 3,6-bis(benzimidazol-1-yl)pyridazine ligand in the presence of a carboxylic acid co-ligand. Hyaluronic acid (HA) and carboxymethyl chitosan (CMCS) are representatives of natural polysaccharides and have good biocompatibility. Based on the chemical synthesis method, HA/CMCS hydrogel was successfully prepared. SEM showed that the lyophilized gel presented a typical macroporous structure with three-dimensional connected pores, which had unique advantages as a drug carrier. Using paclitaxel as a drug model, we further synthesized a novel paclitaxel-loaded metal gel and evaluated its therapeutic effect on cervical cancer. Finally, novel drugs from the reinforcement learning simulation are suggested to have better biological activity against ovarian cancer due to low affinity energy and stronger interaction strength towards the protein receptor."
12,A1_imaging,34819099,PMC8614058,10.1186/s12989-021-00433-y,2021,Particle and fibre toxicology,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",Silica-coated magnetic-nanoparticle-induced cytotoxicity is reduced in microglia by glutathione and citrate identified using integrated omics.,"BackgroundNanoparticles have been utilized in brain research and therapeutics, including imaging, diagnosis, and drug delivery, owing to their versatile properties compared to bulk materials. However, exposure to nanoparticles leads to their accumulation in the brain, but drug development to counteract this nanotoxicity remains challenging. To date, concerns have risen about the potential toxicity to the brain associated with nanoparticles exposure via penetration of the brain blood barrier to address this issue.MethodsHere the effect of silica-coated-magnetic nanoparticles containing the rhodamine B isothiocyanate dye [MNPs@SiO2(RITC)] were assessed on microglia through toxicological investigation, including biological analysis and integration of transcriptomics, proteomics, and metabolomics. MNPs@SiO2(RITC)-induced biological changes, such as morphology, generation of reactive oxygen species, intracellular accumulation of MNPs@SiO2(RITC) using transmission electron microscopy, and glucose uptake efficiency, were analyzed in BV2 murine microglial cells. Each omics data was collected via RNA-sequencing-based transcriptome analysis, liquid chromatography-tandem mass spectrometry-based proteome analysis, and gas chromatography- tandem mass spectrometry-based metabolome analysis. The three omics datasets were integrated and generated as a single network using a machine learning algorithm. Nineteen compounds were screened and predicted their effects on nanotoxicity within the triple-omics network.ResultsIntracellular reactive oxygen species production, an inflammatory response, and morphological activation of cells were greater, but glucose uptake was lower in MNPs@SiO2(RITC)-treated BV2 microglia and primary rat microglia in a dose-dependent manner. Expression of 121 genes (from 41,214 identified genes), and levels of 45 proteins (from 5918 identified proteins) and 17 metabolites (from 47 identified metabolites) related to the above phenomena changed in MNPs@SiO2(RITC)-treated microglia. A combination of glutathione and citrate attenuated nanotoxicity induced by MNPs@SiO2(RITC) and ten other nanoparticles in vitro and in the murine brain, protecting mostly the hippocampus and thalamus.ConclusionsCombination of glutathione and citrate can be one of the candidates for nanotoxicity alleviating drug against MNPs@SiO2(RITC) induced detrimental effect, including elevation of intracellular reactive oxygen species level, activation of microglia, and reduction in glucose uptake efficiency. In addition, our findings indicate that an integrated triple omics approach provides useful and sensitive toxicological assessment for nanoparticles and screening of drug for nanotoxicity."
13,A1_imaging,37296645,PMC10252613,10.3390/cells12111524,2023,Cells,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Evaluating Differentiation Status of Mesenchymal Stem Cells by Label-Free Microscopy System and Machine Learning.,"Mesenchymal stem cells (MSCs) play a crucial role in tissue engineering, as their differentiation status directly affects the quality of the final cultured tissue, which is critical to the success of transplantation therapy. Furthermore, the precise control of MSC differentiation is essential for stem cell therapy in clinical settings, as low-purity stem cells can lead to tumorigenic problems. Therefore, to address the heterogeneity of MSCs during their differentiation into adipogenic or osteogenic lineages, numerous label-free microscopic images were acquired using fluorescence lifetime imaging microscopy (FLIM) and stimulated Raman scattering (SRS), and an automated evaluation model for the differentiation status of MSCs was built based on the K-means machine learning algorithm. The model is capable of highly sensitive analysis of individual cell differentiation status, so it has great potential for stem cell differentiation research."
14,A1_imaging,40128804,PMC11934609,10.1186/s12915-025-02167-1,2025,BMC biology,research-article; Journal Article,Label-free metabolic fingerprinting of motile mammalian spermatozoa with subcellular resolution.,"BackgroundSperm metabolic pathways that generate energy for motility are compartmentalized within the flagellum. Dysfunctions in metabolic compartments, namely mitochondrial respiration and glycolysis, can compromise motility and male fertility. Studying these compartments is thus required for fertility treatment. However, it is very challenging to capture images of metabolic compartments in motile spermatozoa because the fast beating of the flagellum introduces motion blur. Therefore, most approaches immobilize spermatozoa prior to imaging.ResultsOur findings indicate that immobilizing sperm alters their metabolic profile, highlighting the necessity for measuring metabolism in spermatozoa during movement. We achieved this by encapsulating mouse epididymis in a hydrogel followed by two-photon fluorescence lifetime imaging microscopy for imaging motile sperm in situ. The autofluorescence of endogenous metabolites-FAD, NADH, and NADPH-enabled us to visualize sperm metabolic compartments without staining. We trained machine learning for automated image segmentation and generated metabolic fingerprints using object-based phasor analysis. We show that metabolic fingerprints of spermatozoa and the mitochondrial compartment (1) can distinguish individual males by genetic background, age, or fecundity status, (2) correlate with fertility, and (3) change with age likely due to increased oxidative metabolism.ConclusionsOur approach eliminates the need for sperm immobilization and labeling and captures the native state of sperm metabolism. This technique could be adapted for metabolism-based sperm selection for assisted reproduction."
15,A1_imaging,36098975,PMC9511492,10.1021/acs.jpcb.2c05876,2022,The journal of physical chemistry. B,"research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural",Imaging Orientation of a Single Molecular Hierarchical Self-Assembled Sheet: The Combined Power of a Vibrational Sum Frequency Generation Microscopy and Neural Network.,"In this work, we determined the tilt angles of molecular units in hierarchical self-assembled materials on a single-sheet level, which were not available previously. This was achieved by developing a fast line-scanning vibrational sum frequency generation (VSFG) hyperspectral imaging technique in combination with neural network analysis. Rapid VSFG imaging enabled polarization resolved images on a single sheet level to be measured quickly, circumventing technical challenges due to long-term optical instability. The polarization resolved hyperspectral images were then used to extract the supramolecular tilt angle of a self-assembly through a set of spectra-tilt angle relationships which were solved through neural network analysis. This unique combination of both novel techniques offers a new pathway to resolve molecular level structural information on self-assembled materials. Understanding these properties can further drive self-assembly design from a bottom-up approach for applications in biomimetic and drug delivery research."
16,A1_imaging,37304146,PMC10250676,10.3389/fbioe.2023.1105377,2023,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Computational approaches for evaluating morphological changes in the corneal stroma associated with decellularization.,"Decellularized corneas offer a promising and sustainable source of replacement grafts, mimicking native tissue and reducing the risk of immune rejection post-transplantation. Despite great success in achieving acellular scaffolds, little consensus exists regarding the quality of the decellularized extracellular matrix. Metrics used to evaluate extracellular matrix performance are study-specific, subjective, and semi-quantitative. Thus, this work focused on developing a computational method to examine the effectiveness of corneal decellularization. We combined conventional semi-quantitative histological assessments and automated scaffold evaluations based on textual image analyses to assess decellularization efficiency. Our study highlights that it is possible to develop contemporary machine learning (ML) models based on random forests and support vector machine algorithms, which can identify regions of interest in acellularized corneal stromal tissue with relatively high accuracy. These results provide a platform for developing machine learning biosensing systems for evaluating subtle morphological changes in decellularized scaffolds, which are crucial for assessing their functionality."
17,A1_imaging,37214429,PMC10196719,10.1016/j.pacs.2023.100504,2023,Photoacoustics,research-article; Journal Article,Implantable QR code subcutaneous microchip using photoacoustic and ultrasound microscopy for secure and convenient individual identification and authentication.,"Individual identification and authentication techniques are merged into many aspects of human life with various applications, including access control, payment or banking transfer, and healthcare. Yet conventional identification and authentication methods such as passwords, biometrics, tokens, and smart cards suffer from inconvenience and/or insecurity. Here, inspired by quick response (QR) code and implantable microdevices, implantable and minimally-invasive QR code subcutaneous microchips (QRC-SMs) are proposed to be an effective approach to carry useful and private information, thus enabling individual identification and authentication. Two types of QRC-SMs, QRC-SMs with ""hole"" and ""flat"" elements and QRC-SMs with ""titanium-coated"" and ""non-coated"" elements, are designed and fabricated to store personal information. Corresponding ultrasound microscopy and photoacoustic microscopy are used for imaging the QR code pattern underneath skin, and open-source artificial intelligence algorithm is applied for QR code detection and recognition. Ex vivo experiments under tissue and in vivo experiments with QRC-SMs implanted in live mice have been performed, demonstrating successful information retrieval from implanted QRC-SMs. QRC-SMs are hidden subcutaneously and invisible to the eyes. They cannot be forgotten, misplaced or lost, and can always be ready for timely medical identification, access control, and payment or banking transfer. Hence, QRC-SMs provide promising routes towards private, secure, and convenient individual identification and authentication."
18,A1_imaging,38403677,PMC10894868,10.1038/s41598-024-54698-2,2024,Scientific reports,research-article; Journal Article,"Process optimization for gold nanoparticles biosynthesis by Streptomyces albogriseolus using artificial neural network, characterization and antitumor activities.","Gold nanoparticles (GNPs) are highly promising in cancer therapy, wound healing, drug delivery, biosensing, and biomedical imaging. Furthermore, GNPs have anti-inflammatory, anti-angiogenic, antioxidants, anti-proliferative and anti-diabetic effects. The present study presents an eco-friendly approach for GNPs biosynthesis using the cell-free supernatant of Streptomyces albogriseolus as a reducing and stabilizing agent. The biosynthesized GNPs have a maximum absorption peak at 540 nm. The TEM images showed that GNPs ranged in size from 5.42 to 13.34 nm and had a spherical shape. GNPs have a negatively charged surface with a Zeta potential of - 24.8 mV. FTIR analysis identified several functional groups including C-H, -OH, C-N, amines and amide groups. The crystalline structure of GNPs was verified by X-ray diffraction and the well-defined and distinct diffraction rings observed by the selected area electron diffraction analysis. To optimize the biosynthesis of GNPs using the cell-free supernatant of S. albogriseolus, 30 experimental runs were conducted using central composite design (CCD). The artificial neural network (ANN) was employed to analyze, validate, and predict GNPs biosynthesis compared to CCD. The maximum experimental yield of GNPs (778.74 μg/mL) was obtained with a cell-free supernatant concentration of 70%, a HAuCl4 concentration of 800 μg/mL, an initial pH of 7, and a 96-h incubation time. The theoretically predicted yields of GNPs by CCD and ANN were 809.89 and 777.32 μg/mL, respectively, which indicates that ANN has stronger prediction potential compared to the CCD. The anticancer activity of GNPs was compared to that of doxorubicin (Dox) in vitro against the HeP-G2 human cancer cell line. The IC50 values of Dox and GNPs-based treatments were 7.26 ± 0.4 and 22.13 ± 1.3 µg/mL, respectively. Interestingly, treatments combining Dox and GNPs together showed an IC50 value of 3.52 ± 0.1 µg/mL, indicating that they targeted cancer cells more efficiently."
19,A1_imaging,41767930,PMC12945539,10.1364/boe.550401,2025,Biomedical optics express,research-article; Journal Article,Automated cell properties toolbox from 3D bioprinted hydrogel scaffolds via deep learning and optical coherence tomography.,"Accurately assessing cell viability and morphological properties within 3D bioprinted hydrogel scaffolds is essential for tissue engineering but remains challenging due to the limitations of existing invasive and threshold-based methods. We present a computational toolbox that automates cell viability analysis and quantifies key properties such as elongation, flatness, and surface roughness. This framework integrates optical coherence tomography (OCT) with deep learning-based segmentation, achieving a mean segmentation precision of 88.96%. By leveraging OCT's high-resolution imaging with deep learning-based segmentation, our novel approach enables non-invasive, quantitative analysis, which can advance rapid monitoring of 3D cell cultures for regenerative medicine and biomaterial research."
20,A1_imaging,38988863,PMC11233802,10.3389/fbioe.2024.1411680,2024,Frontiers in bioengineering and biotechnology,research-article; Journal Article,ML-driven segmentation of microvascular features during histological examination of tissue-engineered vascular grafts.,"IntroductionThe development of next-generation tissue-engineered medical devices such as tissue-engineered vascular grafts (TEVGs) is a leading trend in translational medicine. Microscopic examination is an indispensable part of animal experimentation, and histopathological analysis of regenerated tissue is crucial for assessing the outcomes of implanted medical devices. However, the objective quantification of regenerated tissues can be challenging due to their unusual and complex architecture. To address these challenges, research and development of advanced ML-driven tools for performing adequate histological analysis appears to be an extremely promising direction.MethodsWe compiled a dataset of 104 representative whole slide images (WSIs) of TEVGs which were collected after a 6-month implantation into the sheep carotid artery. The histological examination aimed to analyze the patterns of vascular tissue regeneration in TEVGs in situ. Having performed an automated slicing of these WSIs by the Entropy Masker algorithm, we filtered and then manually annotated 1,401 patches to identify 9 histological features: arteriole lumen, arteriole media, arteriole adventitia, venule lumen, venule wall, capillary lumen, capillary wall, immune cells, and nerve trunks. To segment and quantify these features, we rigorously tuned and evaluated the performance of six deep learning models (U-Net, LinkNet, FPN, PSPNet, DeepLabV3, and MA-Net).ResultsAfter rigorous hyperparameter optimization, all six deep learning models achieved mean Dice Similarity Coefficients (DSC) exceeding 0.823. Notably, FPN and PSPNet exhibited the fastest convergence rates. MA-Net stood out with the highest mean DSC of 0.875, demonstrating superior performance in arteriole segmentation. DeepLabV3 performed well in segmenting venous and capillary structures, while FPN exhibited proficiency in identifying immune cells and nerve trunks. An ensemble of these three models attained an average DSC of 0.889, surpassing their individual performances.ConclusionThis study showcases the potential of ML-driven segmentation in the analysis of histological images of tissue-engineered vascular grafts. Through the creation of a unique dataset and the optimization of deep neural network hyperparameters, we developed and validated an ensemble model, establishing an effective tool for detecting key histological features essential for understanding vascular tissue regeneration. These advances herald a significant improvement in ML-assisted workflows for tissue engineering research and development."
21,A1_imaging,39840530,PMC11923932,10.1002/advs.202414319,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Efficient Carbon-Based Optoelectronic Synapses for Dynamic Visual Recognition.,"The human visual nervous system excels at recognizing and processing external stimuli, essential for various physiological functions. Biomimetic visual systems leverage biological synapse properties to improve memory encoding and perception. Optoelectronic devices mimicking these synapses can enhance wearable electronics, with layered heterojunction materials being ideal materials for optoelectronic synapses due to their tunable properties and biocompatibility. However, conventional synthesis methods are complex and environmentally harmful, leading to issues such as poor stability and low charge transfer efficiency. Therefore, it is imperative to develop a more efficient, convenient, and eco-friendly method for preparing layered heterojunction materials. Here, a one-step ultrasonic method is employed to mix fullerene (C60) with graphene oxide (GO), yielding a homogeneous layered heterojunction composite film via self-assembly. The biomimetic optoelectronic synapse based on this film achieves 97.3% accuracy in dynamic visual recognition tasks and exhibits capabilities such as synaptic plasticity. Experiments utilizing X-ray photoelectron spectroscopy (XPS), X-ray diffraction spectroscopy (XRD), Fourier-transform infrared spectroscopy (FTIR), ultraviolet-visible spectroscopy (UV-vis), scanning electron microscopy (SEM), and transmission electron microscopy (TEM) confirms stable π-π interactions between GO and C60, facilitating electron transfer and prolonging carrier recombination times. The novel approach leveraging high-density π electron materials advances artificial intelligence and neuromorphic systems."
