rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A5_autonomous,39323746,PMC11422183,10.1093/rb/rbae109,2024,Regenerative biomaterials,research-article; Journal Article,Integrating machine learning for the optimization of polyacrylamide/alginate hydrogel.,"Hydrogels are highly promising due to their soft texture and excellent biocompatibility. However, the designation and optimization of hydrogels involve numerous experimental parameters, posing challenges in achieving rapid optimization through conventional experimental methods. In this study, we leverage machine learning algorithms to optimize a dual-network hydrogel based on a blend of acrylamide (AM) and alginate, targeting applications in flexible electronics. By treating the concentrations of components as experimental parameters and utilizing five material properties as evaluation criteria, we conduct a comprehensive property assessment of the material using a linear weighting method. Subsequently, we design a series of experimental plans using the Bayesian optimization algorithm and validate them experimentally. Through iterative refinement, we optimize the experimental parameters, resulting in a hydrogel with superior overall properties, including heightened strain sensitivity and flexibility. Leveraging the available experimental data, we employ a classification algorithm to separate the cutoff data. The feature importance identified by the classification model highlights the pronounced impact of AM, ammonium persulfate, and N,N-methylene on the classification outcomes. Additionally, we develop a regression model and demonstrate its utility in predicting and analyzing the relationship between experimental parameters and hydrogel properties through experimental validation."
12,A5_autonomous,40498693,PMC12157168,10.1371/journal.pone.0324205,2025,PloS one,research-article; Journal Article,Bayesian optimization and machine learning for vaccine formulation development.,"Developing vaccines with a better stability is an area of improvement to meet the global health needs of preventing infectious diseases. With the advancement of data science and artificial intelligence, innovative approaches have emerged. This manuscript highlights the applications of machine learning through two cases in which Bayesian optimization was used to develop viral vaccine formulations. The two case studies monitored the critical quality attributes of virus A in liquid form by infectious titer loss and virus B in freeze-dried form by glass transition temperature. Stepwise analysis and model optimization demonstrated progressive improvements of model quality and prediction accuracy. The cross-validation matrices of the models' predictions showed high R² and low root mean square errors, indicating their reliability. The prediction accuracy of models was further validated by using test datasets. Model analysis using prediction error plot, Shapeley Additive exPlanations, permutation importance, etc. can provide additional insights into relations between model and experimental design, the influence of features of interest, and non-linear responses. Overall, Bayesian optimization is a useful complementary tool in formulation development that can help scientists make effective data-driven decisions."
13,A5_autonomous,37012610,PMC10288256,10.1002/advs.202301365,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Wake-Riding Effect-Inspired Opto-Hydrodynamic Diatombot for Non-Invasive Trapping and Removal of Nano-Biothreats.,"Contamination of nano-biothreats, such as viruses, mycoplasmas, and pathogenic bacteria, is widespread in cell cultures and greatly threatens many cell-based bio-analysis and biomanufacturing. However, non-invasive trapping and removal of such biothreats during cell culturing, particularly many precious cells, is of great challenge. Here, inspired by the wake-riding effect, a biocompatible opto-hydrodynamic diatombot (OHD) based on optical trapping navigated rotational diatom (Phaeodactylum tricornutum Bohlin) for non-invasive trapping and removal of nano-biothreats is reported. Combining the opto-hydrodynamic effect and optical trapping, this rotational OHD enables the trapping of bio-targets down to sub-100 nm. Different nano-biothreats, such as adenoviruses, pathogenic bacteria, and mycoplasmas, are first demonstrated to be effectively trapped and removed by the OHD, without affecting culturing cells including precious cells such as hippocampal neurons. The removal efficiency is greatly enhanced via reconfigurable OHD array construction. Importantly, these OHDs show remarkable antibacterial capability, and further facilitate targeted gene delivery. This OHD serves as a smart micro-robotic platform for effective trapping and active removal of nano-biothreats in bio-microenvironments, and especially for cell culturing of many precious cells, with great promises for benefiting cell-based bio-analysis and biomanufacturing."
14,A5_autonomous,39468626,PMC11520512,10.1186/s13321-024-00911-3,2024,Journal of cheminformatics,research-article; Journal Article,Towards the prediction of drug solubility in binary solvent mixtures at various temperatures using machine learning.,"Drug solubility is an important parameter in the drug development process, yet it is often tedious and challenging to measure, especially for expensive drugs or those available in small quantities. To alleviate these challenges, machine learning (ML) has been applied to predict drug solubility as an alternative approach. However, the majority of existing ML research has focused on the predictions of aqueous solubility and/or solubility at specific temperatures, which restricts the model applicability in pharmaceutical development. To bridge this gap, we compiled a dataset of 27,000 solubility datapoints, including solubility of small molecules measured in a range of binary solvent mixtures under various temperatures. Next, a panel of ML models were trained on this dataset with their hyperparameters tuned using Bayesian optimization. The resulting top-performing models, both gradient boosted decision trees (light gradient boosting machine and extreme gradient boosting), achieved mean absolute errors (MAE) of 0.33 for LogS (S in g/100 g) on the holdout set. These models were further validated through a prospective study, wherein the solubility of four drug molecules were predicted by the models and then validated with in-house solubility experiments. This prospective study demonstrated that the models accurately predicted the solubility of solutes in specific binary solvent mixtures under different temperatures, especially for drugs whose features closely align within the solutes in the dataset (MAE < 0.5 for LogS). To support future research and facilitate advancements in the field, we have made the dataset and code openly available. Scientific contribution Our research advances the state-of-the-art in predicting solubility for small molecules by leveraging ML and a uniquely comprehensive dataset. Unlike existing ML studies that predominantly focus on solubility in aqueous solvents at fixed temperatures, our work enables prediction of drug solubility in a variety of binary solvent mixtures over a broad temperature range, providing practical insights on the modeling of solubility for realistic pharmaceutical applications. These advancements along with the open access dataset and code support significant steps in the drug development process including new molecule discovery, drug analysis and formulation."
15,A5_autonomous,40750635,PMC12316898,10.1038/s41598-025-13028-w,2025,Scientific reports,research-article; Journal Article,Advanced hybrid intelligence evaluation of nanomedicine delivery to various organs using machine learning and adaptive tree structured Parzen estimator.,"We have examined the efficiency of drug delivery for targeted therapy by theoretical models. Machine learning strategy was tested to analyze the drug delivery of nanomedicines to the desired sites for efficient treatment. The inputs to the models are properties of nanoparticles, tumor model, cancer type, administration dose of drug, while the outputs are delivery efficiency of drug in various organs. The ML models employed include Elastic Net Regression (EN), K-Nearest Neighbors (KNN), Polynomial Regression (PR), and an ensemble method using Boosting to leverage the strengths of these individual models. The dataset includes both categorical and numerical variables related to nanoparticle properties and their distribution across organs like the tumor, spleen, heart, liver, lung, and kidney. Hyperparameter optimization was enhanced using the Adaptive Tree-Structured Parzen Estimator (ATPE), which improves upon traditional Bayesian optimization methods. The results demonstrated that the AdaBoost KNN model consistently outperformed other models in predicting nanoparticle biodistribution, with high R² values and low RMSE across multiple organ targets, thus proving effective in capturing complex input-output relationships. This approach offers a robust framework for advancing predictive modeling in biomedical applications involving nanoparticles."
16,A5_autonomous,38132817,PMC10744304,10.3390/jfb14120563,2023,Journal of functional biomaterials,research-article; Journal Article,Model-Based Design to Enhance Neotissue Formation in Additively Manufactured Calcium-Phosphate-Based Scaffolds.,"In biomaterial-based bone tissue engineering, optimizing scaffold structure and composition remains an active field of research. Additive manufacturing has enabled the production of custom designs in a variety of materials. This study aims to improve the design of calcium-phosphate-based additively manufactured scaffolds, the material of choice in oral bone regeneration, by using a combination of in silico and in vitro tools. Computer models are increasingly used to assist in design optimization by providing a rational way of merging different requirements into a single design. The starting point for this study was an in-house developed in silico model describing the in vitro formation of neotissue, i.e., cells and the extracellular matrix they produced. The level set method was applied to simulate the interface between the neotissue and the void space inside the scaffold pores. In order to calibrate the model, a custom disk-shaped scaffold was produced with prismatic canals of different geometries (circle, hexagon, square, triangle) and inner diameters (0.5 mm, 0.7 mm, 1 mm, 2 mm). The disks were produced with three biomaterials (hydroxyapatite, tricalcium phosphate, and a blend of both). After seeding with skeletal progenitor cells and a cell culture for up to 21 days, the extent of neotissue growth in the disks' canals was analyzed using fluorescence microscopy. The results clearly demonstrated that in the presence of calcium-phosphate-based materials, the curvature-based growth principle was maintained. Bayesian optimization was used to determine the model parameters for the different biomaterials used. Subsequently, the calibrated model was used to predict neotissue growth in a 3D gyroid structure. The predicted results were in line with the experimentally obtained ones, demonstrating the potential of the calibrated model to be used as a tool in the design and optimization of 3D-printed calcium-phosphate-based biomaterials for bone regeneration."
17,A5_autonomous,36329705,PMC9622803,10.3389/fbioe.2022.959335,2022,Frontiers in bioengineering and biotechnology,research-article; Journal Article,The CaT stretcher: An open-source system for delivering uniaxial strain to cells and tissues (CaT).,"Integration of mechanical cues in conventional 2D or 3D cell culture platforms is an important consideration for in vivo and ex vivo models of lung health and disease. Available commercial and published custom-made devices are frequently limited in breadth of applications, scalability, and customization. Herein we present a technical report on an open-source, cell and tissue (CaT) stretcher, with modularity for different in vitro and ex vivo systems, that includes the following features: 1) Programmability for modeling different breathing patterns, 2) scalability to support low to high-throughput experimentation, and 3) modularity for submerged cell culture, organ-on-chips, hydrogels, and live tissues. The strategy for connecting the experimental cell or tissue samples to the stretching device were designed to ensure that traditional biomedical outcome measurements including, but not limited to microscopy, soluble mediator measurement, and gene and protein expression remained possible. Lastly, to increase the uptake of the device within the community, the system was built with economically feasible and available components. To accommodate diverse in vitro and ex vivo model systems we developed a variety of chips made of compliant polydimethylsiloxane (PDMS) and optimized coating strategies to increase cell adherence and viability during stretch. The CaT stretcher was validated for studying mechanotransduction pathways in lung cells and tissues, with an increase in alpha smooth muscle actin protein following stretch for 24 h observed in independent submerged monolayer, 3D hydrogel, and live lung tissue experiments. We anticipate that the open-source CaT stretcher design will increase accessibility to studies of the dynamic lung microenvironment through direct implementation by other research groups or custom iterations on our designs."
18,A5_autonomous,41209080,PMC12590431,10.1016/j.ijpx.2025.100420,2025,International journal of pharmaceutics: X,research-article; Journal Article,Targeted probiotic tabletting: A hybrid active learning and finite element modelling approach for process optimisation.,"Tablets are an efficient dosage form for delivering probiotics. Prior studies have identified compression pressure, compression speed, and precompression pressure as critical process parameters determining probiotic survival during tabletting. However, due to the labour-intensive and time-consuming nature of experimental investigations, most previous studies focused on evaluating the impact of individual parameters in isolation. Consequently, the rapid and systematic identification of optimal process parameters to maximise probiotic survival remains a significant and unresolved challenge in pharmaceutical formulation research. To address this gap, an integrated approach combining active learning (AL) based Gaussian process regression (GPR) with finite element (FE) modelling was developed to systematically explore the compaction parameter space and identify optimal process conditions. All data utilised in AL were generated using an FE model that was specifically developed to predict viability of probiotics during tabletting. Remarkably, the integrated approach achieved high prediction performance after only 78 iterations, demonstrating a coefficient of determination (R2) of 0.96 across the entire design space for predicting probiotic survival rate during tabletting. Using the well-trained model, a global random sampling strategy combined with threshold filtering was employed to identify regions of the design space likely to yield near-optimal survival rates. Furthermore, the exploration of compression speed and precompression pressure at selected fixed main compression pressures enabled the generation of survival rate maps, providing insights into the interplay between probiotic survival rate and tablet mechanical performance. This study demonstrated the potential of hybrid data-driven and first-principles modelling approaches as a robust strategy for optimising probiotic tabletting processes and accelerating pharmaceutical development."
19,A5_autonomous,38013903,PMC10561544,10.1039/d3dd00109a,2023,Digital discovery,research-article; Journal Article,Go with the flow: deep learning methods for autonomous viscosity estimations.,"Closed-loop experiments can accelerate material discovery by automating both experimental manipulations and decisions that have traditionally been made by researchers. Fast and non-invasive measurements are particularly attractive for closed-loop strategies. Viscosity is a physical property for fluids that is important in many applications. It is fundamental in application areas such as coatings; also, even if viscosity is not the key property of interest, it can impact our ability to do closed-loop experimentation. For example, unexpected increases in viscosity can cause liquid-handling robots to fail. Traditional viscosity measurements are manual, invasive, and slow. Here we use convolutional neural networks (CNNs) as an alternative to traditional viscometry by non-invasively extracting the spatiotemporal features of fluid motion under flow. To do this, we built a workflow using a dual-armed collaborative robot that collects video data of fluid motion autonomously. This dataset was then used to train a 3-dimensional convolutional neural network (3D-CNN) for viscosity estimation, either by classification or by regression. We also used these models to identify unknown laboratory solvents, again based on differences in fluid motion. The 3D-CNN model performance was compared with the performance of a panel of human participants for the same classification tasks. Our models strongly outperformed human classification in both cases. For example, even with training on fewer than 50 videos for each liquid, the 3D-CNN model gave an average accuracy of 88% for predicting the identity of five different laboratory solvents, compared to an average accuracy of 32% for human observation. For comparison, random category selection would give an average accuracy of 20%. Our method offers an alternative to traditional viscosity measurements for autonomous chemistry workflows that might be used both for process control (e.g., choosing not to pipette liquids that are too viscous) or for materials discovery (e.g., identifying new polymerization catalysts on the basis of viscosification)."
20,A5_autonomous,35762203,PMC9239686,10.7554/elife.77007,2022,eLife,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Robotic search for optimal cell culture in regenerative medicine.,"Induced differentiation is one of the most experience- and skill-dependent experimental processes in regenerative medicine, and establishing optimal conditions often takes years. We developed a robotic AI system with a batch Bayesian optimization algorithm that autonomously induces the differentiation of induced pluripotent stem cell-derived retinal pigment epithelial (iPSC-RPE) cells. From 200 million possible parameter combinations, the system performed cell culture in 143 different conditions in 111 days, resulting in 88% better iPSC-RPE production than that obtained by the pre-optimized culture in terms of the pigmentation scores. Our work demonstrates that the use of autonomous robotic AI systems drastically accelerates systematic and unbiased exploration of experimental search space, suggesting immense use in medicine and research."
21,A5_autonomous,39650094,PMC7616994,10.1039/d2dd00100d,2023,Digital discovery,research-article; Journal Article,A fully automated platform for photoinitiated RAFT polymerization.,"Oxygen tolerant polymerizations including Photoinduced Electron/Energy Transfer-Reversible Addition-Fragmentation Chain-Transfer (PET-RAFT) polymerization allow for high-throughput synthesis of diverse polymer architectures on the benchtop in parallel. Recent developments have further increased throughput using liquid handling robotics to automate reagent handling and dispensing into well plates thus enabling the combinatorial synthesis of large polymer libraries. Although liquid handling robotics can enable automated polymer reagent dispensing in well plates, photoinitiation and reaction monitoring require automation to provide a platform that enables the reliable and robust synthesis of various polymer compositions in high-throughput where polymers with desired molecular weights and low dispersity are obtained. Here, we describe the development of a robotic platform to fully automate PETRAFT polymerizations and provide individual control of reactions performed in well plates. On our platform, reagents are automatically dispensed in well plates, photoinitiated in individual wells with a custom-designed lightbox until the polymerizations are complete, and monitored online in real-time by tracking fluorescence intensities on a fluorescence plate reader, with well plate transfers between instruments occurring via a robotic arm. We found that this platform enabled robust parallel polymer synthesis of both acrylate and acrylamide homopolymers and copolymers, with high monomer conversions and low dispersity. The successful polymerizations obtained on this platform make it an efficient tool for combinatorial polymer chemistry. In addition, with the inclusion of machine learning protocols to help navigate the polymer space towards specific properties of interest, this robotic platform can ultimately become a self-driving lab that can dispense, synthesize, and monitor large polymer libraries."
22,A5_autonomous,34936439,PMC8694626,10.1126/sciadv.abj5505,2021,Science advances,research-article; Journal Article,Machine learning-accelerated design and synthesis of polyelemental heterostructures.,"In materials discovery efforts, synthetic capabilities far outpace the ability to extract meaningful data from them. To bridge this gap, machine learning methods are necessary to reduce the search space for identifying desired materials. Here, we present a machine learning–driven, closed-loop experimental process to guide the synthesis of polyelemental nanomaterials with targeted structural properties. By leveraging data from an eight-dimensional chemical space (Au-Ag-Cu-Co-Ni-Pd-Sn-Pt) as inputs, a Bayesian optimization algorithm is used to suggest previously unidentified nanoparticle compositions that target specific interfacial motifs for synthesis, results of which are iteratively shared back with the algorithm. This feedback loop resulted in successful syntheses of 18 heterojunction nanomaterials that are too complex to discover by chemical intuition alone, including extremely chemically complex biphasic nanoparticles reported to date. Platforms like the one developed here are poised to transform materials discovery across a wide swath of applications and industries."
