rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A1_imaging,39654704,PMC11625131,10.1016/j.heliyon.2024.e38834,2024,Heliyon,research-article; Journal Article,"Environmentally friendly synthesis of gelatin hydrogel nanoparticles for gastric cancer treatment, bisphenol A sensing and nursing applications: Fabrication, characterization and ANN modeling.","This study presents a dual application approach for the environmentally friendly synthesis of gelatin hydrogel nanoparticles with potential applications in gastric cancer treatment, bisphenol A (BPA) sensing, and nursing. Gelatin hydrogel nanoparticles were synthesized using a green and freeze-drying method, avoiding the use of toxic chemicals and solvents. The nanoparticles showed excellent biocompatibility and promising potential for drug delivery system (DDS) in gastric cancer treatment. The controlled release of anticancer drugs from the gelatin nanoparticles was showed, highlighting their potential in targeted therapy. Additionally, the gelatin hydrogel nanoparticles were explored for BPA sensing. BPA is a widely used chemical known for its adverse effects on human health. The gelatin nanoparticles showed high selectivity and sensitivity towards BPA detection, making them suitable for environmental monitoring and health applications using scanning electron microscope (SEM). Also, in this study, an artificial neural network (ANN) was used to estimate the release of docetaxel (%) at 72 h, the release of paclitaxel (%) at 72 h, tensile strength with sample (wt%), and porosity (%) in broader ranges than the experimental samples. The environmentally friendly synthesis of gelatin hydrogel nanoparticles presented in this study offers a versatile platform with dual applications in gastric cancer treatment and sensing of harmful chemicals. The obtained results show the potential of these nanoparticles for innovative therapeutic and diagnostic strategies in healthcare and environmental monitoring. The study showed the development of sustainable and multifunctional nanomaterials for various biomedical applications. The modeling of the neural network predictions shows that increasing the sample (wt%) and porosity (%) leads to an increase in the release of docetaxel (%) at 72 h, the release of paclitaxel (%) at 72 h, and tensile strength. As porosity decreases, the release of docetaxel increases, and the release of paclitaxel and tensile strength also increase. Additionally, the prediction errors of the ANN in this study were evaluated using linear regression, showing acceptable error rates compared to the target results obtained from the experimental tests."
12,A1_imaging,35685142,PMC9173896,10.1155/2022/2370190,2022,Computational intelligence and neuroscience,research-article; Journal Article,Computational Intelligence-Based Melanoma Detection and Classification Using Dermoscopic Images.,"Melanoma is a kind of skin cancer caused by the irregular development of pigment-producing cells. Since melanoma detection efficiency is limited to different factors such as poor contrast among lesions and nearby skin regions, and visual resemblance among melanoma and non-melanoma lesions, intelligent computer-aided diagnosis (CAD) models are essential. Recently, computational intelligence (CI) and deep learning (DL) techniques are utilized for effective decision-making in the biomedical field. In addition, the fast-growing advancements in computer-aided surgeries and recent progress in molecular, cellular, and tissue engineering research have made CI an inevitable part of biomedical applications. In this view, the research work here develops a novel computational intelligence-based melanoma detection and classification technique using dermoscopic images (CIMDC-DIs). The proposed CIMDC-DI model encompasses different subprocesses. Primarily, bilateral filtering with fuzzy k-means (FKM) clustering-based image segmentation is applied as a preprocessing step. Besides, NasNet-based feature extractor with stochastic gradient descent is applied for feature extraction. Finally, the manta ray foraging optimization (MRFO) algorithm with a cascaded neural network (CNN) is exploited for the classification process. To ensure the potential efficiency of the CIMDC-DI technique, we conducted a wide-ranging simulation analysis, and the results reported its effectiveness over the existing recent algorithms with the maximum accuracy of 97.50%."
13,A1_imaging,40647815,PMC12251723,10.3390/polym17131805,2025,Polymers,research-article; Journal Article,Eco-Engineered Biopolymer-Clay Composite for Phosphate IonRemoval: Synergistic Insights from Statistical and AI Modeling.,"This research aims to synthesize a novel hydrogel bio-composite based on natural clay, sodium alginate (Na-AL), and iota-carrageenan as adsorbents to remove phosphate ions from aqueous solutions. The adsorbents were characterized by a variety of techniques, such as Fourier-transform infrared (FTIR) spectroscopy, scanning electron microscopy coupled with energy dispersive X-rays (SEM-EDX), and the determination of point zero charge (PZC). This research investigated how the adsorption process is influenced by parameters such as adsorbent dose, contact time, solution pH, and temperature. In this study, we used four isotherms and four kinetic models to investigate phosphate ion removal on the prepared bio-composite. The results showed that the second-order kinetic (PSO) model is the best model for describing the adsorption process. The findings demonstrate that the R2 values are highly significant in both the Langmuir and Freundlich models (very close to 1). This suggests that Langmuir and Freundlich models, with a diversity of adsorption sites, promote the adsorption of phosphate ions. The maximum adsorbed amounts of phosphate ions by the bio-composite used were 140.84 mg/g for H2PO4- ions and 105.26 mg/g for HPO42- ions from the batch system. The positive ∆H° confirms the endothermic and physical nature of adsorption, in agreement with experimental results. Negative ∆G° values indicate spontaneity, while the positive ∆S° reflects increased disorder at the solid-liquid interface during phosphate uptake. The main parameters, including adsorbent dosage (mg), contact time (min), and initial concentration (mg/L), were tuned using the Box-Behnken design of the response surface methodology (BBD-RSM) to achieve the optimum conditions. The reliability of the constructed models is demonstrated by their high correlation coefficients (R2). An R2 value of 0.9714 suggests that the model explains 97.14% of the variability in adsorption efficiency (%), which reflects its strong predictive capability and reliability. Finally, the adsorption behavior of phosphate ions on the prepared bio-composite beads was analyzed using an artificial neural network (ANN) to predict the process efficiency. The ANN model accurately predicted the adsorption of phosphate ions onto the bio-composite, with a strong correlation (R2 = 0.974) between the predicted and experimental results."
14,A1_imaging,40128804,PMC11934609,10.1186/s12915-025-02167-1,2025,BMC biology,research-article; Journal Article,Label-free metabolic fingerprinting of motile mammalian spermatozoa with subcellular resolution.,"BackgroundSperm metabolic pathways that generate energy for motility are compartmentalized within the flagellum. Dysfunctions in metabolic compartments, namely mitochondrial respiration and glycolysis, can compromise motility and male fertility. Studying these compartments is thus required for fertility treatment. However, it is very challenging to capture images of metabolic compartments in motile spermatozoa because the fast beating of the flagellum introduces motion blur. Therefore, most approaches immobilize spermatozoa prior to imaging.ResultsOur findings indicate that immobilizing sperm alters their metabolic profile, highlighting the necessity for measuring metabolism in spermatozoa during movement. We achieved this by encapsulating mouse epididymis in a hydrogel followed by two-photon fluorescence lifetime imaging microscopy for imaging motile sperm in situ. The autofluorescence of endogenous metabolites-FAD, NADH, and NADPH-enabled us to visualize sperm metabolic compartments without staining. We trained machine learning for automated image segmentation and generated metabolic fingerprints using object-based phasor analysis. We show that metabolic fingerprints of spermatozoa and the mitochondrial compartment (1) can distinguish individual males by genetic background, age, or fecundity status, (2) correlate with fertility, and (3) change with age likely due to increased oxidative metabolism.ConclusionsOur approach eliminates the need for sperm immobilization and labeling and captures the native state of sperm metabolism. This technique could be adapted for metabolism-based sperm selection for assisted reproduction."
15,A1_imaging,41419730,PMC12796348,10.1038/s41467-025-67391-3,2025,Nature communications,research-article; Journal Article,"MIDAS: rapid, multiplexed molecular profiling for integrated host-pathogen analysis.","Addressing the need for integrated molecular analysis in complex infectious conditions requires technologies that rapidly quantify both pathogens and host responses. This is particularly relevant in sepsis research, where existing tools typically measure either microbial or host biomarkers. Here, we present MIDAS (Multiplexed Intelligent Diffraction Analysis System), a proof-of-concept platform that integrates shape-encoded hydrogel particles with lens-free diffraction imaging and deep learning-based analysis to enable simultaneous quantification of bacterial RNA and inflammatory proteins in a single system optimized for potential point-of-care use. The assay completes multiplexed measurements in under 4 h, significantly faster than standard culture workflows ( ~ 20-40 h). Beyond spiked studies, MIDAS is evaluated using specimens from a clinically relevant porcine sepsis model, showing high concordance with culture, qPCR and ELISA. Although further clinical validation is required, this flexible platform may support the development of accessible host-pathogen profiling tools with broad applications in healthcare, agriculture, food safety, and beyond."
16,A1_imaging,39100623,PMC11294195,10.3389/fbioe.2024.1392269,2024,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Embedded-deep-learning-based sample-to-answer device for on-site malaria diagnosis.,"Improvements in digital microscopy are critical for the development of a malaria diagnosis method that is accurate at the cellular level and exhibits satisfactory clinical performance. Digital microscopy can be enhanced by improving deep learning algorithms and achieving consistent staining results. In this study, a novel miLab™ device incorporating the solid hydrogel staining method was proposed for consistent blood film preparation, eliminating the use of complex equipment and liquid reagent maintenance. The miLab™ ensures consistent, high-quality, and reproducible blood films across various hematocrits by leveraging deformable staining patches. Embedded-deep-learning-enabled miLab™ was utilized to detect and classify malarial parasites from autofocused images of stained blood cells using an internal optical system. The results of this method were consistent with manual microscopy images. This method not only minimizes human error but also facilitates remote assistance and review by experts through digital image transmission. This method can set a new paradigm for on-site malaria diagnosis. The miLab™ algorithm for malaria detection achieved a total accuracy of 98.86% for infected red blood cell (RBC) classification. Clinical validation performed in Malawi demonstrated an overall percent agreement of 92.21%. Based on these results, miLab™ can become a reliable and efficient tool for decentralized malaria diagnosis."
17,A1_imaging,40891577,PMC12641341,10.1002/smtd.202500984,2025,Small methods,research-article; Journal Article,Autonomous Bayesian Optimization-Based Control System for Droplet Generation.,"Droplet generation has been utilized in various applications, including drug delivery, the fabrication of functional particles, and material synthesis. Achieving the goals of these applications requires droplet generation of a desired size. Microfluidic droplet generation offers precise control of droplet dimensions. However, the flow rates of the droplet and medium phases depend on the channel configuration and properties of the working fluids, and their optimization is a labor-intensive and time-consuming process. To overcome these limitations, an autonomous Bayesian optimization (BO)-based control system for droplet generation (ABCD) is developed. In ABCD, BO is employed to inform decision-making and refine the experimental conditions. Additionally, computer vision techniques, including image processing and convolutional neural networks, are utilized to analyze the experimental results and provide a dataset for use in decision-making. The ABCD identified the optimal flow rates to achieve desired droplet sizes and generation frequencies via precise and efficient searches, regardless of the droplet generation target, working fluids, channel geometry, and droplet morphology, within 15 iterations on average. It is anticipated that this system will contribute to the acceleration of research utilizing droplet-based microfluidic systems while also extending microfluidic process automation in various industrial applications."
18,A1_imaging,37996509,PMC10667280,10.1038/s41598-023-47988-8,2023,Scientific reports,research-article; Journal Article,Predicting intratumoral fluid pressure and liposome accumulation using physics informed deep learning.,"Liposome-based anticancer agents take advantage of the increased vascular permeability and transvascular pressure gradients for selective accumulation in tumors, a phenomenon known as the enhanced permeability and retention(EPR) effect. The EPR effect has motivated the clinical use of nano-therapeutics, with mixed results on treatment outcome. High interstitial fluid pressure (IFP) has been shown to limit liposome drug delivery to central tumour regions. Furthermore, high IFP is an independent prognostic biomarker for treatment efficacy in radiation therapy and chemotherapy for some solid cancers. Therefore, accurately measuring spatial liposome accumulation and IFP distribution within a solid tumour is crucial for optimal treatment planning. In this paper, we develop a model capable of predicting voxel-by-voxel intratumoral liposome accumulation and IFP using pre and post administration imaging. Our approach is based on physics informed machine learning, a novel technique combining machine learning and partial differential equations. through application to a set of mouse data and a set of synthetically-generated tumours, we show that our approach accurately predicts the spatial liposome accumulation and IFP for an individual tumour while relying on minimal information. This is an important result with applications for forecasting tumour progression and designing treatment."
19,A1_imaging,37402811,PMC10319894,10.1038/s41598-023-37762-1,2023,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Specific and label-free endogenous signature of dystrophic muscle by Synchrotron deep ultraviolet radiation.,"Dystrophic muscle is characterized by necrosis/regeneration cycles, inflammation, and fibro-adipogenic development. Conventional histological stainings provide essential topographical data of this remodeling but may be limited to discriminate closely related pathophysiological contexts. They fail to mention microarchitecture changes linked to the nature and spatial distribution of tissue compartment components. We investigated whether label-free tissue autofluorescence revealed by Synchrotron deep ultraviolet (DUV) radiation could serve as an additional tool for monitoring dystrophic muscle remodeling. Using widefield microscopy with specific emission fluorescence filters and microspectroscopy defined by high spectral resolution, we analyzed samples from healthy dogs and two groups of dystrophic dogs: naïve (severely affected) and MuStem cell-transplanted (clinically stabilized) animals. Multivariate statistical analysis and machine learning approaches demonstrated that autofluorescence emitted at 420-480 nm by the Biceps femoris muscle effectively discriminates between healthy, dystrophic, and transplanted dog samples. Microspectroscopy showed that dystrophic dog muscle displays higher and lower autofluorescence due to collagen cross-linking and NADH respectively than that of healthy and transplanted dogs, defining biomarkers to evaluate the impact of cell transplantation. Our findings demonstrate that DUV radiation is a sensitive, label-free method to assess the histopathological status of dystrophic muscle using small amounts of tissue, with potential applications in regenerative medicine."
20,A1_imaging,39501083,PMC11538249,10.1038/s41746-024-01305-3,2024,NPJ digital medicine,research-article; Journal Article,Deep learning based highly accurate transplanted bioengineered corneal equivalent thickness measurement using optical coherence tomography.,"Corneal transplantation is the primary treatment for irreversible corneal diseases, but due to limited donor availability, bioengineered corneal equivalents are being developed as a solution, with biocompatibility, structural integrity, and physical function considered key factors. Since conventional evaluation methods may not fully capture the complex properties of the cornea, there is a need for advanced imaging and assessment techniques. In this study, we proposed a deep learning-based automatic segmentation method for transplanted bioengineered corneal equivalents using optical coherence tomography to achieve a highly accurate evaluation of graft integrity and biocompatibility. Our method provides quantitative individual thickness values, detailed maps, and volume measurements of the bioengineered corneal equivalents, and has been validated through 14 days of monitoring. Based on the results, it is expected to have high clinical utility as a quantitative assessment method for human keratoplasties, including automatic opacity area segmentation and implanted graft part extraction, beyond animal studies."
21,A1_imaging,39393999,PMC11589459,10.1016/j.bja.2024.09.004,2024,British journal of anaesthesia,research-article; Journal Article,Human dorsal root ganglia are either preserved or completely lost after deafferentation by brachial plexus injury.,"BackgroundPlexus injury results in lifelong suffering from flaccid paralysis, sensory loss, and intractable pain. For this clinical problem, regenerative medicine concepts set high expectations. However, it is largely unknown how dorsal root ganglia (DRG) are affected by accidental deafferentation.MethodsHere, we phenotyped DRG of a clinically and MRI-characterised cohort of 13 patients with plexus injury. Avulsed DRG were collected during reconstructive nerve surgery. For control, we used DRG from forensic autopsy. The cellular composition of the DRG was analysed in histopathological slices with multicolour high-resolution immunohistochemistry, tile microscopy, and deep-learning-based bioimage analysis. We then sequenced the bulk RNA of corresponding DRG slices.ResultsIn about half of the patients we found loss of the typical DRG units consisting of neurones and satellite glial cells. The DRG cells were replaced by mesodermal/connective tissue. In the remaining patients, the cellular units were well preserved. Preoperative plexus MRI neurography was not able to distinguish the two types. Patients with 'neuronal preservation' had less maximum pain than patients with 'neuronal loss'. Arm function improved after nerve reconstruction, but severe pain persisted. Transcriptome analysis of preserved DRGs revealed expression of subtype-specific sensory neurone marker genes, but downregulation of neuronal attributes. Furthermore, they showed signs of ongoing inflammation and connective tissue remodelling.ConclusionsPatients with plexus injury separate into two groups with either neuronal preservation or neuronal loss. The former could benefit from anti-inflammatory therapy. For the latter, studies should explore mechanisms of neuronal loss especially for regenerative approaches.Clinical trial registrationDRKS00017266."
22,A1_imaging,40224948,PMC11986981,10.1016/j.tipsro.2025.100305,2025,Technical innovations & patient support in radiation oncology,research-article; Journal Article,Evaluation of MRI anatomy in machine learning predictive models to assess hydrogel spacer benefit for prostate cancer patients.,"IntroductionHydrogel spacers (HS) are designed to minimise the radiation doses to the rectum in prostate cancer radiation therapy (RT) by creating a physical gap between the rectum and the target treatment volume inclusive of the prostate and seminal vesicles (SV). This study aims to determine the feasibility of incorporating diagnostic MRI (dMRI) information in statistical machine learning (SML) models developed with planning CT (pCT) anatomy for dose and rectal toxicity prediction. The SML models aim to support HS insertion decision-making prior to RT planning procedures.MethodsRegions of interest (ROIs) were retrospectively contoured on the pCT and registered dMRI scans for 20 patients. ROI Dice and Hausdorff distance (HD) comparison metrics were calculated. The ROI and patient clinical risk factors (CRFs) variables were inputted into three SML models and then pCT and dMRI-based dose and toxicity model performance compared through confusion matrices, AUC curves, accuracy performance metric results and observed patient outcomes.ResultsAverage Dice values comparing dMRI and pCT ROIs were 0.81, 0.47 and 0.71 for the prostate, SV, and rectum respectively. Average Hausdorff distances were 2.15, 2.75 and 2.75 mm for the prostate, SV, and rectum respectively. The average accuracy metric across all models was 0.83 when using dMRI ROIs and 0.85 when using pCT ROIs.ConclusionDifferences between pCT and dMRI anatomical ROI variables did not impact SML model performance in this study, demonstrating the feasibility of using dMRI images. Due to the limited sample size further training of the predictive models including dMRI anatomy is recommended."
