rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A3_sensors,40853062,PMC12481560,10.1021/acssensors.5c00243,2025,ACS sensors,research-article; Journal Article,Microwave MIMO E-Nose for Wireless Communication and Selective Detection of VOC Mixtures with Concentration Estimation.,"We present the first dual-functional microwave electronic nose (E-nose) that enables wireless communication, VOC mixture detection, and reliable concentration estimation, designed for seamless integration with wireless sensor networks. The proposed E-nose features multiple-input multiple-output (MIMO) antenna system functionalized with molecularly imprinted polymer (MIP) and multiwalled carbon nanotube-based sensing materials for the selective detection of individual or mixed volatile organic compounds (VOCs). We addressed several novel challenges such as managing cross-reactivity under electromagnetic interference with wideband decoupling, employing a dual-branch neural network (NN) with feature prioritization and transducer behavior insights, and optimizing sensor placement for spatial isolation in a compact design. The developed E-nose demonstrated high sensitivity and selectivity for VOC mixtures at room temperature, with detection limits below safety thresholds, ensuring practical applicability. The optimized NN model achieved high predictive accuracy (R2 = 0.982 to 0.991), delivering near-perfect concentration estimations with negligible errors for pure (0.35%) and mixtures of 2-4 VOCs (2.0 to 3.5%). The proposed framework, customizable for detecting diverse VOCs and toxic gases, enables scalable indoor and outdoor air-quality monitoring. Its seamless dual functionality ensures uninterrupted wireless communication services during gas sensing, establishing a new paradigm in advanced sensor technology with microwave MIMO E-Nose systems."
12,A3_sensors,39412621,PMC11485280,10.1007/s40820-024-01539-6,2024,Nano-micro letters,research-article; Journal Article,Ultra-High Sensitivity Anisotropic Piezoelectric Sensors for Structural Health Monitoring and Robotic Perception.,"Monitoring minuscule mechanical signals, both in magnitude and direction, is imperative in many application scenarios, e.g., structural health monitoring and robotic sensing systems. However, the piezoelectric sensor struggles to satisfy the requirements for directional recognition due to the limited piezoelectric coefficient matrix, and achieving sensitivity for detecting micrometer-scale deformations is also challenging. Herein, we develop a vector sensor composed of lead zirconate titanate-electronic grade glass fiber composite filaments with oriented arrangement, capable of detecting minute anisotropic deformations. The as-prepared vector sensor can identify the deformation directions even when subjected to an unprecedented nominal strain of 0.06%, thereby enabling its utility in accurately discerning the 5 μm-height wrinkles in thin films and in monitoring human pulse waves. The ultra-high sensitivity is attributed to the formation of porous ferroelectret and the efficient load transfer efficiency of continuous lead zirconate titanate phase. Additionally, when integrated with machine learning techniques, the sensor's capability to recognize multi-signals enables it to differentiate between 10 types of fine textures with 100% accuracy. The structural design in piezoelectric devices enables a more comprehensive perception of mechanical stimuli, offering a novel perspective for enhancing recognition accuracy."
13,A3_sensors,37935714,PMC10630371,10.1038/s41467-023-43034-3,2023,Nature communications,research-article; Journal Article,Circular polarization-resolved ultraviolet photonic artificial synapse based on chiral perovskite.,"Circularly polarized light (CPL) adds a unique dimension to optical information processing and communication. Integrating CPL sensitivity with light learning and memory in a photonic artificial synapse (PAS) device holds significant value for advanced neuromorphic vision systems. However, the development of such systems has been impeded by the scarcity of suitable CPL active optoelectronic materials. In this work, we employ a helical chiral perovskite hybrid combined with single-wall carbon nanotubes to achieve circularly polarized ultraviolet neuromorphic vision sensing and imaging. The heterostructure demonstrates long-term charge storage as evidenced by multiple-pulsed transient absorption measurements and highly sensitive circular polarization-dependent photodetection, thereby enabling efficient CPL-resolved synaptic and neuromorphic behaviors. Significantly, our PAS sensor arrays adeptly visualize, discriminate, and memorize distinct circularly polarized images with up to 93% recognition accuracy in spiking neural network simulations. These findings underscore the pivotal role of chiral perovskites in advancing PAS technology and circular polarization-enhanced ultraviolet neuromorphic vision systems."
14,A3_sensors,36873262,PMC9979786,10.1021/acsaelm.2c01436,2023,ACS applied electronic materials,research-article; Journal Article,Soft Wireless Headband Bioelectronics and Electrooculography for Persistent Human-Machine Interfaces.,"Recent advances in wearable technologies have enabled ways for people to interact with external devices, known as human-machine interfaces (HMIs). Among them, electrooculography (EOG), measured by wearable devices, is used for eye movement-enabled HMI. Most prior studies have utilized conventional gel electrodes for EOG recording. However, the gel is problematic due to skin irritation, while separate bulky electronics cause motion artifacts. Here, we introduce a low-profile, headband-type, soft wearable electronic system with embedded stretchable electrodes, and a flexible wireless circuit to detect EOG signals for persistent HMIs. The headband with dry electrodes is printed with flexible thermoplastic polyurethane. Nanomembrane electrodes are prepared by thin-film deposition and laser cutting techniques. A set of signal processing data from dry electrodes demonstrate successful real-time classification of eye motions, including blink, up, down, left, and right. Our study shows that the convolutional neural network performs exceptionally well compared to other machine learning methods, showing 98.3% accuracy with six classes: the highest performance till date in EOG classification with only four electrodes. Collectively, the real-time demonstration of continuous wireless control of a two-wheeled radio-controlled car captures the potential of the bioelectronic system and the algorithm for targeting various HMI and virtual reality applications."
15,A3_sensors,40942794,PMC12431005,10.3390/s25175365,2025,"Sensors (Basel, Switzerland)",research-article; Journal Article,Evaluating Machine Learning-Based Classification of Human Locomotor Activities for Exoskeleton Control Using Inertial Measurement Unit and Pressure Insole Data.,"Classifying human locomotor activities from wearable sensor data is an important high-level component of control schemes for many wearable robotic exoskeletons. In this study, we evaluated three machine learning models for classifying activity type (walking, running, jumping), speed, and surface incline using input data from body-worn inertial measurement units (IMUs) and e-textile insole pressure sensors. The IMUs were positioned on segments of the lower limb and pelvis during lab-based data collection from 16 healthy participants (11 men, 5 women), who walked and ran on a treadmill at a range of preset speeds and inclines. Logistic Regression (LR), Random Forest (RF), and Light Gradient-Boosting Machine (LGBM) models were trained, tuned, and scored on a validation data set (n = 14), and then evaluated on a test set (n = 2). The LGBM model consistently outperformed the other two, predicting activity and speed well, but not incline. Further analysis showed that LGBM performed equally well with data from a limited number of IMUs, and that speed prediction was challenged by inclusion of abnormally fast walking and slow running trials. Gyroscope data was most important to model performance. Overall, LGBM models show promise for implementing locomotor activity prediction from lower-limb-mounted IMU data recorded at different anatomical locations."
16,A3_sensors,37448547,PMC10336914,10.4103/jmss.jmss_169_21,2023,Journal of medical signals and sensors,other; Journal Article,Classification of Human Emotional States Based on Valence-Arousal Scale using Electroencephalogram.,"Recognition of human emotion states for affective computing based on Electroencephalogram (EEG) signal is an active yet challenging domain of research. In this study we propose an emotion recognition framework based on 2-dimensional valence-arousal model to classify High Arousal-Positive Valence (Happy) and Low Arousal-Negative Valence (Sad) emotions. In total 34 features from time, frequency, statistical and nonlinear domain are studied for their efficacy using Artificial Neural Network (ANN). The EEG signals from various electrodes in different scalp regions viz., frontal, parietal, temporal, occipital are studied for performance. It is found that ANN trained using features extracted from the frontal region has outperformed that of all other regions with an accuracy of 93.25%. The results indicate that the use of smaller set of electrodes for emotion recognition that can simplify the acquisition and processing of EEG data. The developed system can aid immensely to the physicians in their clinical practice involving emotional states, continuous monitoring, and development of wearable sensors for emotion recognition."
17,A3_sensors,37514541,PMC10384930,10.3390/s23146246,2023,"Sensors (Basel, Switzerland)",research-article; Journal Article,A Finite-Time Sliding-Mode Controller Based on the Disturbance Observer and Neural Network for Hysteretic Systems with Application in Piezoelectric Actuators.,"Piezoelectric actuators (PEAs) have the benefits of a high-resolution and high-frequency response and are widely applied in the field of micro-/nano-high-precision positioning. However, PEAs undergo nonlinear hysteresis between input voltage and output displacement, owing to the properties of materials. In addition, the input frequency can also influence the hysteresis response of PEAs. Research on tracking the control of PEAs by using various adaptive controllers has been a hot topic. This paper presents a finite-time sliding-mode controller (SMC) based on the disturbance observer (DOB) and a radial basis function (RBF) neural network (NN) (RBF-NN). RBF-NN is used to replace the hysteresis model of the dynamic system, and a novel finite-time adaptive DOB is proposed to estimate the disturbances of the system. By using RBF-NN, it is no longer necessary to establish the hysteresis model. The proposed DOB does not rely on any priori knowledge of disturbances and has a simple structure. All the solutions of closed-loop systems are practical finite-time-stable, and tracking errors can converge to a small neighborhood of zero in a finite time. The proposed control method was compiled in C language in the VC++ environment. A series of comparative experiments were conducted on a platform of a commercial PEA to validate the method. According to the experimental results of the sinusoidal and triangular trajectories under the frequencies of 1, 50, 100, and 200 Hz, the proposed control method is feasible and effective in improving the tracking control accuracy of the PEA platform."
18,A3_sensors,41156378,PMC12565868,10.3390/mi16101132,2025,Micromachines,research-article; Journal Article,Wearable Flexible Wireless Pressure Sensor Based on Poly(vinyl alcohol)/Carbon Nanotube/MXene Composite for Health Monitoring.,"Accurate pressure monitoring is crucial for both human body applications and intelligent robotic arms, particularly for whole-body motion monitoring in human-machine interfaces. Conventional wearable electronic devices, however, often suffer from rigid connections, non-conformity, and inaccuracies. In this study, we propose a high-precision wireless flexible sensor using a poly(vinyl alcohol)/single-walled carbon nanotube/MXene composite as the sensitive material, combined with a randomly distributed wrinkle structure to accurately monitor pressure parameters. To validate the sensor's performance, it was used to monitor movements of the vocal cords, bent fingers, and human pulse. The sensor exhibits a pressure measurement range of approximately 0-130 kPa and a minimum resolution of 20 Pa. At pressures below 1 kPa, the sensor exhibits high sensitivity, enabling the detection of transient pressure changes. Within the pressure range of 1-10 kPa, the sensitivity decreases to approximately 54.71 kPa-1. Additionally, the sensor demonstrates response times of 12.5 ms at 10 kPa. For wireless signal acquisition, the pressure sensor was integrated with a Bluetooth chip, enabling real-time high-precision pressure monitoring. A deep learning-based training model was developed, achieving over 98% accuracy in motion recognition without additional computing equipment. This advancement is significant for streamlined human motion monitoring systems and intelligent components."
19,A3_sensors,40136949,PMC11940286,10.3390/bios15030152,2025,Biosensors,research-article; Journal Article,Machine Learning-Driven D-Glucose Prediction Using a Novel Biosensor for Non-Invasive Diabetes Management.,"Developing reliable noninvasive diagnostic and monitoring systems for diabetes remains a significant challenge, especially in the e-healthcare domain, due to computational inefficiencies and limited predictive accuracy in current approaches. The current study integrates machine learning with a molecularly imprinted polymer biosensor for detecting D-glucose in the exhaled breath condensate or aerosol. Advanced models, such as Convolutional Neural Networks and Recurrent Neural Networks, were used to analyze resistance signals, while classical algorithms served as benchmarks. To address challenges like data imbalance, limited samples, and inter-sensor variability, synthetic data generation methods like Synthetic Minority Oversampling Technique and Generative Adversarial Networks were employed. This framework aims to classify clinically relevant glucose levels accurately, enabling non-invasive diabetes monitoring."
20,A3_sensors,36949735,PMC10025282,10.1038/s41378-023-00499-y,2023,Microsystems & nanoengineering,research-article; Journal Article,Multiplexed DNA-functionalized graphene sensor with artificial intelligence-based discrimination performance for analyzing chemical vapor compositions.,"This study presents a new technology that can detect and discriminate individual chemical vapors to determine the chemical vapor composition of mixed chemical composition in situ based on a multiplexed DNA-functionalized graphene (MDFG) nanoelectrode without the need to condense the original vapor or target dilution. To the best of our knowledge, our artificial intelligence (AI)-operated arrayed electrodes were capable of identifying the compositions of mixed chemical gases with a mixed ratio in the early stage. This innovative technology comprised an optimized combination of nanodeposited arrayed electrodes and artificial intelligence techniques with advanced sensing capabilities that could operate within biological limits, resulting in the verification of mixed vapor chemical components. Highly selective sensors that are tolerant to high humidity levels provide a target for ""breath chemovapor fingerprinting"" for the early diagnosis of diseases. The feature selection analysis achieved recognition rates of 99% and above under low-humidity conditions and 98% and above under humid conditions for mixed chemical compositions. The 1D convolutional neural network analysis performed better, discriminating the compositional state of chemical vapor under low- and high-humidity conditions almost perfectly. This study provides a basis for the use of a multiplexed DNA-functionalized graphene gas sensor array and artificial intelligence-based discrimination of chemical vapor compositions in breath analysis applications."
21,A3_sensors,33240868,PMC7677185,10.3389/fbioe.2020.601704,2020,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Hydrogels for 3D Neural Tissue Models: Understanding Cell-Material Interactions at a Molecular Level.,"The development of 3D neural tissue analogs is of great interest to a range of biomedical engineering applications including tissue engineering of neural interfaces, treatment of neurodegenerative diseases and in vitro assessment of cell-material interactions. Despite continued efforts to develop synthetic or biosynthetic hydrogels which promote the development of complex neural networks in 3D, successful long-term 3D approaches have been restricted to the use of biologically derived constructs. In this study a poly (vinyl alcohol) biosynthetic hydrogel functionalized with gelatin and sericin (PVA-SG), was used to understand the interplay between cell-cell communication and cell-material interaction. This was used to probe critical short-term interactions that determine the success or failure of neural network growth and ultimately the development of a useful model. Complex primary ventral mesencephalic (VM) neural cells were encapsulated in PVA-SG hydrogels and critical molecular cues that demonstrate mechanosensory interaction were examined. Neuronal presence was constant over the 10 day culture, but the astrocyte population decreased in number. The lack of astrocytic support led to a reduction in neural process outgrowth from 24.0 ± 1.3 μm on Day 7 to 7.0 ± 0.1 μm on Day 10. Subsequently, purified astrocytes were studied in isolation to understand the reasons behind PVA-SG hydrogel inability to support neural network development. It was proposed that the spatially restrictive nature (or tight mesh size) of PVA-SG hydrogels limited the astrocytic actin polymerization together with a cytoplasmic-nuclear translocation of YAP over time, causing an alteration in their cell cycle. This was confirmed by the evaluation of p27/Kip1 gene that was found to be upregulated by a twofold increase in expression at both Days 7 and 10 compared to Day 3, indicating the quiescent stage of the astrocytes in PVA-SG hydrogel. Cell migration was further studied by the quantification of MMP-2 production that was negligible compared to 2D controls, ranging from 2.7 ± 2.3% on Day 3 to 5.3 ± 2.9% on Day 10. This study demonstrates the importance of understanding astrocyte-material interactions at the molecular level, with the need to address spatial constraints in the 3D hydrogel environment. These findings will inform the design of future hydrogel constructs with greater capacity for remodeling by the cell population to create space for cell migration and neural process extension."
22,A3_sensors,34196137,PMC8242537,10.1117/1.jbo.26.6.068001,2021,Journal of biomedical optics,"Research Support, Non-U.S. Gov't; research-article; Journal Article",CNN-based CP-OCT sensor integrated with a subretinal injector for retinal boundary tracking and injection guidance.,"SignificanceSubretinal injection is an effective way of delivering transplant genes and cells to treat many degenerative retinal diseases. However, the technique requires high-dexterity and microscale precision of experienced surgeons, who have to overcome the physiological hand tremor and limited visualization of the subretinal space.AimTo automatically guide the axial motion of microsurgical tools (i.e., a subretinal injector) with microscale precision in real time using a fiber-optic common-path swept-source optical coherence tomography distal sensor.ApproachWe propose, implement, and study real-time retinal boundary tracking of A-scan optical coherence tomography (OCT) images using a convolutional neural network (CNN) for automatic depth targeting of a selected retinal boundary for accurate subretinal injection guidance. A simplified 1D U-net is used for the retinal layer segmentation on A-scan OCT images. A Kalman filter, combining retinal boundary position measurement by CNN and velocity measurement by cross correlation between consecutive A-scan images, is applied to optimally estimate the retinal boundary position. Unwanted axial motions of the surgical tools are compensated by a piezoelectric linear motor based on the retinal boundary tracking.ResultsCNN-based segmentation on A-scan OCT images achieves the mean unsigned error (MUE) of ∼3  pixels (8.1  μm) using an ex vivo bovine retina model. GPU parallel computing allows real-time inference (∼2  ms) and thus real-time retinal boundary tracking. Involuntary tremors, which include low-frequency draft in hundreds of micrometers and physiological tremors in tens of micrometers, are compensated effectively. The standard deviations of photoreceptor (PR) and choroid (CH) boundary positions get as low as 10.8  μm when the depth targeting is activated.ConclusionsA CNN-based common-path OCT distal sensor successfully tracks retinal boundaries, especially the PR/CH boundary for subretinal injection, and automatically guides the tooltip's axial position in real time. The microscale depth targeting accuracy of our system shows its promising possibility for clinical application."
