rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
11,A4_tissue,40874195,PMC12380408,10.1002/qub2.70004,2025,"Quantitative biology (Beijing, China)",other; Journal Article,Perspectives on integrating artificial intelligence and single-cell omics for cellular plasticity research.,"Cellular plasticity enables cells to dynamically adapt to environmental changes by altering their phenotype. This plasticity plays a crucial role in tissue repair and regeneration and contributes to pathological processes such as cancer metastasis. Advances in single-cell omics have significantly advanced the study of cellular states and provided new opportunities for accurate cell classification and uncovering cellular transitions. In this perspective, we emphasize integrating chromatin accessibility data and extrinsic factors, such as microenvironmental cues, with single-cell transcriptomic data to develop holistic models for identifying plastic cell states. Additionally, coupling artificial intelligence with single-cell omics offers transformative potential to address existing challenges and fill gaps in identifying and characterizing plastic cells. We envision the development of a universal plasticity metric, a standardized metric for quantifying cellular plasticity. This metric would enable consistent measurement across diverse studies, creating a unified framework that bridges fields such as developmental biology, cancer research, and regenerative medicine. Fostering innovative approaches to identifying and analyzing cellular plasticity promises not only to deepen our understanding of cellular plasticity but also to accelerate therapeutic advancements, paving the way for novel precision medicine strategies to treat complex diseases such as cancer."
12,A4_tissue,39630936,PMC11789582,10.1002/advs.202410395,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Nerve-Inspired Optical Waveguide Stretchable Sensor Fusing Wireless Transmission and AI Enabling Smart Tele-Healthcare.,"Flexible strain monitoring of hand and joint muscle movement is recognized as an effective method for the diagnosis and rehabilitation of neurological diseases such as stroke and Parkinson's disease. However, balancing high sensitivity and large strain, improving wearing comfort, and solving the separation of diagnosis and treatment are important challenges for further building tele-healthcare systems. Herein, a hydrogel-based optical waveguide stretchable (HOWS) sensor is proposed in this paper. A double network structure is adopted to allow the HOWS sensor to exhibit high stretchability of the tensile strain up to 600% and sensitivity of 0.685 mV %-1. Additionally, the flexible smart bionic fabric embedding the HOWS sensor, produced through the warp and weft knitting, significantly enhances wearing comfort. A small circuit board is prepared to enable wireless signal transmission of the designed sensor, thereby improving the daily portability. A speech recognition and human-machine interaction system, based on sensor signal acquisition, is constructed, and the convolutional neural network algorithm is integrated for disease assessment. By integrating sensing, wireless transmission, and artificial intelligence (AI), a smart tele-healthcare system based on HOWS sensors is demonstrated to hold great potential for early warning and rehabilitation monitoring of neurological diseases."
13,A4_tissue,35764935,PMC9238268,10.1186/s11658-022-00347-3,2022,Cellular & molecular biology letters,research-article; Journal Article,Raman microspectroscopy fingerprinting of organoid differentiation state.,"BackgroundOrganoids, which are organs grown in a dish from stem or progenitor cells, model the structure and function of organs and can be used to define molecular events during organ formation, model human disease, assess drug responses, and perform grafting in vivo for regenerative medicine approaches. For therapeutic applications, there is a need for nondestructive methods to identify the differentiation state of unlabeled organoids in response to treatment with growth factors or pharmacologicals.MethodsUsing complex 3D submandibular salivary gland organoids developed from embryonic progenitor cells, which respond to EGF by proliferating and FGF2 by undergoing branching morphogenesis and proacinar differentiation, we developed Raman confocal microspectroscopy methods to define Raman signatures for each of these organoid states using both fixed and live organoids.ResultsThree separate quantitative comparisons, Raman spectral features, multivariate analysis, and machine learning, classified distinct organoid differentiation signatures and revealed that the Raman spectral signatures were predictive of organoid phenotype.ConclusionsAs the organoids were unlabeled, intact, and hydrated at the time of imaging, Raman spectral fingerprints can be used to noninvasively distinguish between different organoid phenotypes for future applications in disease modeling, drug screening, and regenerative medicine."
14,A4_tissue,40434038,PMC12376583,10.1002/advs.202504455,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Multiscale Organization of Neural Networks in a 3D Bioprinted Matrix.,"The efficient establishment of in vitro neural models that accurately mimic the structural and functional connectivity of neural networks is critical in neuroscience research. 3D bioprinting shows great potential for constructing sophisticated in vitro models with high freedom of design. However, mature neurons are delicate and susceptible to manipulation. Here, extrusion-based 3D bioprinting is employed to fabricate gelatin methacryloyl (GelMA)-based constructs containing embryonic day 18 (E18) rat cortical neurons, referred to as 3D neuMatrix. 3D neuMatrix displays favorable neuronal viability, with the progressive formation of a 3D brain-like neural network with local and long-range functional axon connections. Compared with 2D cultured neurons, 3D neuMatrix is more similar to the E18 cortex according to the bulk transcriptomic profile, with a recreation of cellular components in the cerebral cortex. The 3D neuMatrix is employed to establish a disease model of ischemic stroke, with a faithful recapitulation of the viability, function, and transcriptomic features of rats with middle cerebral artery occlusion/reperfusion (MCAO/R). These findings demonstrate the formation of multiscale neural circuits within 3D neuMatrix and its valuable potential in the study of neurodevelopment, disease modeling with drug screening, and in vitro intelligence."
15,A4_tissue,40212546,PMC11935280,10.1002/smsc.202400097,2024,Small science,research-article; Journal Article,Light-Assisted 3D-Printed Hydrogels for Antibacterial Applications.,"Light-assisted 3D printing technology, which uses a light source to solidify a photopolymerizable prepolymer solution, has shown great potential in the development of antibacterial hydrogels with high-resolution, specific features and functionalities. 3D-printed hydrogels with customized structures and antibacterial functions are widely used in tissue engineering, regenerative medicine, wound healing, and implants to advance the modeling and treatment of diseases. In the current review, an overview of light-assisted 3D printing technologies is first provided for the development of antibacterial hydrogels. Novel strategies involving the integration of inorganic nanomaterials, antibiotics, and functional polymers into 3D-printed hydrogels for the enhancement of antibacterial effects are then discussed. Finally, the perspective of advanced design using artificial intelligence and machine learning is proposed, providing a comprehensive yet succinct examination of 3D-printed hydrogels for antibacterial purposes."
16,A4_tissue,37630012,PMC10456520,10.3390/ma16165720,2023,"Materials (Basel, Switzerland)",research-article; Journal Article,Artificial Neural Networks for Predicting the Diameter of Electrospun Nanofibers Synthesized from Solutions/Emulsions of Biopolymers and Oils.,"In the present work, different configurations of nt iartificial neural networks (ANNs) were analyzed in order to predict the experimental diameter of nanofibers produced by means of the electrospinning process and employing polyvinyl alcohol (PVA), PVA/chitosan (CS) and PVA/aloe vera (Av) solutions. In addition, gelatin type A (GT)/alpha-tocopherol (α-TOC), PVA/olive oil (OO), PVA/orange essential oil (OEO), and PVA/anise oil (AO) emulsions were used. The experimental diameters of the nanofibers electrospun from the different tested systems were obtained using scanning electron microscopy (SEM) and ranged from 93.52 nm to 352.1 nm. Of the three studied ANNs, the one that displayed the best prediction results was the one with three hidden layers with the flow rate, voltage, viscosity, and conductivity variables. The calculation error between the experimental and calculated diameters was 3.79%. Additionally, the correlation coefficient (R2) was identified as a function of the ANN configuration, obtaining values of 0.96, 0.98, and 0.98 for one, two, and three hidden layer(s), respectively. It was found that an ANN configuration having more than three hidden layers did not improve the prediction of the experimental diameter of synthesized nanofibers."
17,A4_tissue,39886605,PMC11780150,10.1016/j.bioactmat.2024.12.028,2025,Bioactive materials,research-article; Journal Article,3D bioprinted dynamic bioactive living construct enhances mechanotransduction-assisted rapid neural network self-organization for spinal cord injury repair.,"Biomimetic neural substitutes, constructed through the bottom-up assembly of cell-matrix modulus via 3D bioprinting, hold great promise for neural regeneration. However, achieving precise control over the fate of neural stem cells (NSCs) to ensure biological functionality remains challenging. Cell behaviors are closely linked to cellular dynamics and cell-matrix mechanotransduction within a 3D microenvironment. To address this, a dynamic bioactive bioink is designed to provide adaptable biomechanics and instructive biochemical cues, specifically tailored for the fate commitment of NSCs, through incorporating reversible Schiff-base bonds and bioactive motifs, N-cadherin-mimicking and BDNF-mimicking peptides. We demonstrate that the dynamic properties of 3D bioprinted living fibers alleviate the mechanical confinement on NSCs and significantly enhance their mechanosensing, spreading, migration, and matrix remodeling within the 3D matrix. Additionally, the inclusion of N-cadherin-mimicking and BDNF-mimicking peptides further enhances cells' ability to sense and respond to mechanical and neurotrophic cues provided by the surrounding matrix, which accelerates the self-organization of a functional neural network within the 3D bioprinted construct, leading to significant motor and sensory function recovery in a rat complete spinal cord injury model. This work underscores the critical role of precisely designing cell-instructive bioinks for the advanced functionality of 3D bioprinted living constructs in neural regeneration."
18,A4_tissue,38889687,PMC11228370,10.1016/j.crmeth.2024.100798,2024,Cell reports methods,research-article; Journal Article,Design optimization of geometrically confined cardiac organoids enabled by machine learning techniques.,"Stem cell organoids are powerful models for studying organ development, disease modeling, drug screening, and regenerative medicine applications. The convergence of organoid technology, tissue engineering, and artificial intelligence (AI) could potentially enhance our understanding of the design principles for organoid engineering. In this study, we utilized micropatterning techniques to create a designer library of 230 cardiac organoids with 7 geometric designs. We employed manifold learning techniques to analyze single organoid heterogeneity based on 10 physiological parameters. We clustered and refined the cardiac organoids based on their functional similarity using unsupervised machine learning approaches, thus elucidating unique functionalities associated with geometric designs. We also highlighted the critical role of calcium transient rising time in distinguishing organoids based on geometric patterns and clustering results. This integration of organoid engineering and machine learning enhances our understanding of structure-function relationships in cardiac organoids, paving the way for more controlled and optimized organoid design."
19,A4_tissue,41145630,PMC12559348,10.1038/s41598-025-21470-z,2025,Scientific reports,research-article; Journal Article,Intelligent monitoring system for quality of life of colostomy patients based on deep learning and AR.,"The clinical challenges in monitoring high-incidence complications in patients with colostomy after colorectal cancer surgery have led to the development of an intelligent monitoring system based on deep learning and augmented reality technology in this study. Traditional care relies on subjective scales for assessment, which has issues such as insufficient sensitivity and delayed response. The existing technical systems also have significant limitations in perception dimensions, environmental adaptability, and decision-making timeliness. Therefore, this study proposes a triple-technology integration solution: by fusing impedance sensing, pH-responsive hydrogels, and 3D depth cameras in a heterogeneous manner, a multi-modal perception network is established to achieve the collaborative collection of physiological and biochemical parameters and morphological features; a cross-modal spatio-temporal fusion network is designed, using dynamic attention mechanisms and differential manifold optimization algorithms to solve the feature coupling problem caused by the heterogeneity of multi-source data; an augmented reality visualization system is developed, combining spatial projection optimization and programmable haptic feedback to build a ""visual-tactile-spatial"" multi-dimensional human-machine interaction channel. The system was verified through multi-center randomized controlled trials, confirming its significant improvement in the early warning performance of complications, enhancement of the standardization of nursing operations, and reduction of medical resource consumption. The core innovation lies in the first introduction of the federated learning framework into the field of colostomy care, combined with neural architecture search for lightweight model deployment, and the quantification of health economic benefits through Markov models. This research marks a paradigm shift in postoperative care from experience-driven to data-driven, providing an extensible technical model for the intelligent monitoring of chronic diseases. In the future, it is necessary to expand the cross-disease transfer learning architecture and develop flexible and degradable sensors to enhance the accessibility of primary medical care."
20,A4_tissue,33417611,PMC7793269,10.1371/journal.pone.0245234,2021,PloS one,research-article; Journal Article,Supervised machine learning for automated classification of human Wharton's Jelly cells and mechanosensory hair cells.,"Tissue engineering and gene therapy strategies offer new ways to repair permanent damage to mechanosensory hair cells (MHCs) by differentiating human Wharton's Jelly cells (HWJCs). Conventionally, these strategies require the classification of each cell as differentiated or undifferentiated. Automated classification tools, however, may serve as a novel method to rapidly classify these cells. In this paper, images from previous work, where HWJCs were differentiated into MHC-like cells, were examined. Various cell features were extracted from these images, and those which were pertinent to classification were identified. Different machine learning models were then developed, some using all extracted data and some using only certain features. To evaluate model performance, the area under the curve (AUC) of the receiver operating characteristic curve was primarily used. This paper found that limiting algorithms to certain features consistently improved performance. The top performing model, a voting classifier model consisting of two logistic regressions, a support vector machine, and a random forest classifier, obtained an AUC of 0.9638. Ultimately, this paper illustrates the viability of a novel machine learning pipeline to automate the classification of undifferentiated and differentiated cells. In the future, this research could aid in automated strategies that determine the viability of MHC-like cells after differentiation."
21,A4_tissue,38999126,PMC11243074,10.3390/molecules29133174,2024,"Molecules (Basel, Switzerland)",research-article; Journal Article,Label-Free Assessment of Neuronal Activity Using Raman Micro-Spectroscopy.,"Given the pivotal role of neuronal populations in various biological processes, assessing their collective output is crucial for understanding the nervous system's complex functions. Building on our prior development of a spiral scanning mechanism for the rapid acquisition of Raman spectra from single cells and incorporating machine learning for label-free evaluation of cell states, we investigated whether the Paint Raman Express Spectroscopy System (PRESS) can assess neuronal activities. We tested this hypothesis by examining the chemical responses of glutamatergic neurons as individual neurons and autonomic neuron ganglia as neuronal populations derived from human-induced pluripotent stem cells. The PRESS successfully acquired Raman spectra from both individual neurons and ganglia within a few seconds, achieving a signal-to-noise ratio sufficient for detailed analysis. To evaluate the ligand responsiveness of the induced neurons and ganglia, the Raman spectra were subjected to principal component and partial least squares discriminant analyses. The PRESS detected neuronal activity in response to glutamate and nicotine, which were absent in the absence of calcium. Additionally, the PRESS induced dose-dependent neuronal activity changes. These findings underscore the capability of the PRESS to assess individual neuronal activity and elucidate neuronal population dynamics and pharmacological responses, heralding new opportunities for drug discovery and regenerative medicine advancement."
22,A4_tissue,37402811,PMC10319894,10.1038/s41598-023-37762-1,2023,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Specific and label-free endogenous signature of dystrophic muscle by Synchrotron deep ultraviolet radiation.,"Dystrophic muscle is characterized by necrosis/regeneration cycles, inflammation, and fibro-adipogenic development. Conventional histological stainings provide essential topographical data of this remodeling but may be limited to discriminate closely related pathophysiological contexts. They fail to mention microarchitecture changes linked to the nature and spatial distribution of tissue compartment components. We investigated whether label-free tissue autofluorescence revealed by Synchrotron deep ultraviolet (DUV) radiation could serve as an additional tool for monitoring dystrophic muscle remodeling. Using widefield microscopy with specific emission fluorescence filters and microspectroscopy defined by high spectral resolution, we analyzed samples from healthy dogs and two groups of dystrophic dogs: naïve (severely affected) and MuStem cell-transplanted (clinically stabilized) animals. Multivariate statistical analysis and machine learning approaches demonstrated that autofluorescence emitted at 420-480 nm by the Biceps femoris muscle effectively discriminates between healthy, dystrophic, and transplanted dog samples. Microspectroscopy showed that dystrophic dog muscle displays higher and lower autofluorescence due to collagen cross-linking and NADH respectively than that of healthy and transplanted dogs, defining biomarkers to evaluate the impact of cell transplantation. Our findings demonstrate that DUV radiation is a sensitive, label-free method to assess the histopathological status of dystrophic muscle using small amounts of tissue, with potential applications in regenerative medicine."
23,A4_tissue,36856600,PMC10037319,10.1021/acs.nanolett.2c03015,2023,Nano letters,"Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; rapid-communication; Journal Article; Research Support, N.I.H., Extramural",Combining Acoustic Bioprinting with AI-Assisted Raman Spectroscopy for High-Throughput Identification of Bacteria in Blood.,"Identifying pathogens in complex samples such as blood, urine, and wastewater is critical to detect infection and inform optimal treatment. Surface-enhanced Raman spectroscopy (SERS) and machine learning (ML) can distinguish among multiple pathogen species, but processing complex fluid samples to sensitively and specifically detect pathogens remains an outstanding challenge. Here, we develop an acoustic bioprinter to digitize samples into millions of droplets, each containing just a few cells, which are identified with SERS and ML. We demonstrate rapid printing of 2 pL droplets from solutions containing S. epidermidis, E. coli, and blood; when they are mixed with gold nanorods (GNRs), SERS enhancements of up to 1500× are achieved.We then train a ML model and achieve ≥99% classification accuracy from cellularly pure samples and ≥87% accuracy from cellularly mixed samples. We also obtain ≥90% accuracy from droplets with pathogen:blood cell ratios <1. Our combined bioprinting and SERS platform could accelerate rapid, sensitive pathogen detection in clinical, environmental, and industrial settings."
24,A4_tissue,38123631,PMC10733327,10.1038/s41598-023-49758-y,2023,Scientific reports,research-article; Journal Article,Machine learning-based estimation of spatial gene expression pattern during ESC-derived retinal organoid development.,"Organoids, which can reproduce the complex tissue structures found in embryos, are revolutionizing basic research and regenerative medicine. In order to use organoids for research and medicine, it is necessary to assess the composition and arrangement of cell types within the organoid, i.e., spatial gene expression. However, current methods are invasive and require gene editing and immunostaining. In this study, we developed a non-invasive estimation method of spatial gene expression patterns using machine learning. A deep learning model with an encoder-decoder architecture was trained on paired datasets of phase-contrast and fluorescence images, and was applied to a retinal organoid derived from mouse embryonic stem cells, focusing on the master gene Rax (also called Rx), crucial for eye field development. This method successfully estimated spatially plausible fluorescent patterns with appropriate intensities, enabling the non-invasive, quantitative estimation of spatial gene expression patterns within each tissue. Thus, this method could lead to new avenues for evaluating spatial gene expression patterns across a wide range of biology and medicine fields."
